elevation,diff_azimuth,Carrier-to-noise density ratio (cno) [dbHz],Estimated pseudorange measurement standard deviation (prStdev) [m],"NLOS (0 == no, 1 == yes, # == No Information)"
,,37,10.24,0
,,34,5.12,0
22.15523571,8.893725683745402,50,0.32,0
27.3449308,38.37541187625462,30,10.24,0
85.16320962,45.79063288374539,33,10.24,1
30.01716181,63.820475536254605,30,10.24,1
50.35070818,32.284165383745375,33,10.24,1
48.31631171,26.49787351625463,46,0.32,0
14.71380811,88.86426501625462,40,5.12,0
35.47298693,3.492682916254637,36,5.12,0
18.44338233,11.870657516254596,26,10.24,1
76.68866536,63.93857000625462,32,10.24,0
40.95258912,71.5132462562546,36,5.12,0
58.29757466,23.71998538374538,33,10.24,0
17.78871174,68.00563778374539,34,5.12,1
,,35,10.24,1
,,30,10.24,1
22.1552357,8.881058520965212,50,0.32,0
27.34493079,38.38807903903481,37,10.24,0
85.16320962,45.7779657209652,33,10.24,1
30.0171618,63.8331426990348,30,10.24,1
50.35070817,32.271498220965185,32,10.24,1
48.3163117,26.51054067903482,45,0.64,0
14.7138081,88.87693217903481,39,5.12,0
35.47298692,3.505350079034826,36,5.12,1
18.44338232,11.883324679034786,26,10.24,1
76.68866535,63.95123716903481,38,10.24,0
40.95258911,71.5259134190348,37,10.24,0
58.29757466,23.707318220965192,35,10.24,1
17.78871173,67.9929706209652,34,5.12,1
,,40,10.24,1
,,30,20.48,1
22.15523569,9.082528799343493,50,0.32,0
27.34493078,38.186608760656526,41,10.24,0
85.16320962,45.97943599934348,33,10.24,1
30.01716179,63.631672420656514,30,10.24,1
50.35070817,32.472968499343466,32,10.24,1
48.3163117,26.309070400656537,40,0.64,0
14.71380809,88.67546190065653,34,5.12,0
35.47298691,3.3038798006565457,38,5.12,1
18.44338231,11.681854400656505,36,10.24,0
76.68866535,63.74976689065653,34,10.24,0
40.9525891,71.32444314065651,38,10.24,1
58.29757465,23.908788499343476,37,10.24,1
17.78871172,68.19444089934348,42,10.24,1
,,30,20.48,1
22.15523568,9.353657230547128,49,0.32,0
27.34493077,37.91548032945289,41,5.12,0
85.16320962,46.25056443054712,25,20.48,1
30.01716178,63.36054398945288,33,10.24,1
50.35070816,32.7440969305471,29,10.24,1
48.31631169,26.037941969452906,32,10.24,1
14.71380808,88.4043334694529,43,0.64,0
35.4729869,3.0327513694529102,39,5.12,1
18.4433823,11.41072596945287,40,5.12,1
17.80767089,45.13936013054712,41,20.48,1
76.68866535,63.478638459452895,34,10.24,0
40.95258909,71.05331470945288,38,10.24,1
58.29757464,24.179916930547108,35,10.24,1
17.78871171,68.46556933054711,43,10.24,1
,,25,20.48,1
22.15523566,10.150049625485622,50,0.32,0
27.34493075,37.1190879345144,44,5.12,0
85.16320961,47.04695682548561,26,20.48,1
32.6241346,9.736677825485629,34,10.24,1
30.01716177,62.56415159451439,30,10.24,1
50.35070815,33.540489325485595,32,10.24,1
48.31631168,25.24154957451441,45,0.64,0
14.71380806,87.6079410745144,40,5.12,1
35.47298689,2.236358974514417,38,5.12,1
18.44338228,10.614333574514376,30,10.24,1
17.80767088,45.93575252548561,37,10.24,1
76.68866534,62.6822460645144,37,20.48,0
40.95258907,70.25692231451438,40,10.24,1
58.29757463,24.9763093254856,40,10.24,1
17.78871169,69.2619617254856,43,5.12,1
,,31,20.48,1
22.15523565,10.760492211349288,51,0.32,0
27.34493074,36.50864534865073,43,2.56,0
85.16320961,47.65739941134928,26,10.24,1
32.62413459,10.347120411349294,33,10.24,1
30.01716176,61.95370900865072,30,10.24,1
50.35070814,34.15093191134926,32,10.24,1
48.31631167,24.631106988650743,45,0.64,0
14.71380805,86.99749848865073,42,5.12,1
35.47298688,1.6259163886507508,40,5.12,0
18.44338227,10.00389098865071,30,10.24,1
17.80767087,46.54619511134928,35,20.48,1
76.68866534,62.071803478650736,37,20.48,0
40.95258907,69.64647972865072,43,10.24,1
58.29757463,25.586751911349268,36,10.24,1
17.78871168,69.87240431134927,45,5.12,0
,,24,20.48,1
22.15523564,11.39761685783384,51,0.32,0
27.34493073,35.87152070216618,42,2.56,0
85.16320961,48.29452405783383,35,10.24,1
32.62413458,10.984245057833846,33,10.24,1
30.01716175,61.31658436216617,37,10.24,1
50.35070813,34.78805655783381,35,10.24,1
48.31631166,23.99398234216619,45,0.64,0
14.71380804,86.36037384216618,44,5.12,1
35.47298687,0.9887917421661996,40,5.12,0
18.44338226,9.36676634216616,30,10.24,1
17.80767085,47.18331975783383,26,20.48,1
76.68866534,61.434678832166185,35,20.48,1
40.95258906,69.00935508216617,39,10.24,0
58.29757462,26.22387655783382,45,10.24,1
17.78871167,70.50952895783382,36,10.24,1
,,49,5.12,0
,,25,10.24,1
22.15523563,12.021122690747916,51,0.32,0
27.34493072,35.2480148692521,42,2.56,0
85.16320961,48.9180298907479,31,10.24,1
30.01716174,60.69307852925209,34,20.48,1
50.35070812,35.41156239074789,40,10.24,1
48.31631165,23.370476509252114,33,10.24,1
14.71380803,85.7368680092521,46,0.64,0
35.47298686,0.3652859092521225,41,5.12,1
18.44338225,8.743260509252082,41,5.12,0
17.80767084,47.80682559074791,26,20.48,1
76.68866533,60.81117299925211,37,20.48,1
40.95258905,68.38584924925209,38,10.24,0
58.29757461,26.847382390747896,40,10.24,1
17.78871166,71.1330347907479,36,10.24,1
,,50,5.12,0
,,25,10.24,1
22.15523562,12.537247449494544,51,0.32,0
27.34493071,34.731890110505475,43,2.56,0
85.16320961,49.43415464949453,26,10.24,1
30.01716172,60.17695377050546,34,20.48,1
50.35070811,35.92768714949452,39,10.24,1
48.31631164,22.854351750505487,36,10.24,1
14.71380802,85.22074325050548,43,0.64,0
35.47298685,0.1508388494945052,33,5.12,1
18.44338224,8.227135750505454,34,5.12,0
17.80767083,48.32295034949453,25,10.24,1
76.68866533,60.29504824050548,42,20.48,1
40.95258903,67.86972449050546,38,10.24,0
58.2975746,27.363507149494524,38,10.24,1
17.78871164,71.64915954949453,38,10.24,1
,,49,5.12,0
,,26,10.24,1
22.15523561,12.858266463882105,52,0.32,0
27.3449307,34.41087109611792,44,2.56,0
85.16320961,49.75517366388209,26,10.24,1
32.62413455,12.44489466388211,34,20.48,1
7.539270573,68.59893370611792,36,5.12,1
30.01716171,59.855934756117904,36,10.24,1
50.35070811,36.24870616388208,43,0.64,0
48.31631163,22.533332736117927,33,5.12,1
35.47298684,0.4718578638820645,31,5.12,0
18.44338223,7.906116736117895,30,20.48,1
17.80767082,48.64396936388209,31,10.24,1
76.68866533,59.97402922611792,39,20.48,1
40.95258902,67.5487054761179,40,10.24,0
58.2975746,27.684526163882083,36,5.12,1
17.78871163,71.97017856388209,23,81.92,1
,,39,10.24,1
,,49,2.56,0
22.1552356,13.14668613428688,52,0.32,0
27.34493069,34.12245142571314,44,2.56,0
85.16320961,50.04359333428687,32,10.24,1
32.62413454,12.733314334286888,37,20.48,1
7.539270561,68.31051403571314,38,10.24,1
30.0171617,59.567515085713126,35,5.12,1
50.3507081,36.53712583428685,42,0.64,0
48.31631162,22.24491306571315,29,20.48,1
35.47298683,0.7602775342868426,35,10.24,0
18.44338221,7.6176970657131164,30,10.24,1
17.80767081,48.93238903428687,25,10.24,1
76.68866532,59.68560955571314,37,10.24,1
40.95258901,67.26028580571312,36,10.24,0
58.29757459,27.97294583428686,42,5.12,1
17.78871162,72.25859823428686,23,81.92,1
,,37,20.48,1
,,48,2.56,0
22.15523559,13.377779855232689,52,0.32,0
27.34493068,33.89135770476733,44,2.56,0
85.16320961,50.27468705523268,27,10.24,1
32.62413453,12.964408055232695,35,20.48,1
7.53927055,68.07942031476733,45,10.24,1
30.01716169,59.33642136476732,32,10.24,1
50.35070809,36.76821955523266,41,1.28,0
48.31631161,22.01381934476734,36,20.48,1
35.47298681,0.99137125523265,34,20.48,0
18.4433822,7.386603344767309,30,10.24,1
17.80767079,49.16348275523268,25,10.24,1
76.68866532,59.454515834767335,37,10.24,1
40.952589,67.02919208476732,36,10.24,0
58.29757458,28.20403955523267,43,5.12,1
17.78871161,72.48969195523267,23,81.92,1
,,38,20.48,1
,,44,2.56,0
22.15523557,13.60372918308326,52,0.32,0
27.34493067,33.66540837691676,44,1.28,0
85.16320961,50.50063638308325,27,10.24,1
32.62413452,13.190357383083269,35,20.48,1
7.539270538,67.85347098691676,46,10.24,1
30.01716168,59.11047203691675,35,10.24,1
50.35070808,36.99416888308323,37,1.28,0
48.3163116,21.78787001691677,28,20.48,1
35.4729868,1.2173205830832217,30,10.24,0
18.44338219,7.160654016916737,29,10.24,1
17.80767078,49.38943208308325,34,10.24,1
76.68866532,59.22856650691676,36,10.24,0
40.95258899,66.80324275691675,38,10.24,1
58.29757457,28.42998888308324,23,81.92,1
17.78871159,72.71564128308324,37,20.48,1
,,45,2.56,0
22.15523556,13.755360786714846,51,0.32,0
27.34493065,33.51377677328517,44,1.28,0
85.1632096,50.65226798671483,27,10.24,1
32.62413451,13.341988986714853,38,20.48,1
30.01716167,58.95884043328516,43,5.12,1
50.35070807,37.14580048671482,37,2.56,0
48.3163116,21.636238413285184,33,20.48,1
35.47298679,1.3689521867148071,34,10.24,0
17.80767077,49.54106368671484,29,10.24,1
76.68866531,59.07693490328518,34,10.24,1
40.95258898,66.65161115328516,36,10.24,0
58.29757456,28.581620486714822,39,10.24,1
17.78871158,72.86727288671483,41,10.24,1
,,43,2.56,0
22.15523555,13.837049659090669,52,0.32,0
27.34493064,33.43208790090935,44,1.28,0
85.1632096,50.733956859090654,27,10.24,1
32.6241345,13.423677859090674,34,20.48,1
30.01716166,58.87715156090934,41,5.12,1
50.35070806,37.22748935909064,39,2.56,0
48.31631159,21.554549540909363,29,20.48,1
14.71380795,83.92094104090936,34,10.24,0
35.47298678,1.4506410590906285,28,10.24,1
17.80767076,49.62275255909066,35,10.24,1
76.68866531,58.99524603090936,34,20.48,0
40.95258897,66.56992228090934,40,10.24,1
58.29757456,28.663309359090647,42,10.24,1
17.78871157,72.94896175909065,45,2.56,0
,,27,20.48,1
22.15523554,13.773097890860411,53,0.32,0
27.34493063,33.496039669139606,43,1.28,0
85.1632096,50.6700050908604,27,10.24,1
30.01716165,58.9411033291396,31,20.48,1
50.35070805,37.16353759086039,45,5.12,1
48.31631158,21.618501309139617,41,2.56,0
14.71380793,83.98489280913961,29,10.24,1
35.47298677,1.3866892908603743,34,10.24,1
17.80767074,49.5588007908604,35,20.48,1
76.6886653,59.05919779913961,34,20.48,0
40.95258896,66.63387404913959,42,10.24,1
58.29757455,28.599357590860397,36,10.24,1
17.78871156,72.8850099908604,43,2.56,0
,,27,20.48,1
22.15523553,13.677621816405347,50,0.32,0
27.34493062,33.59151574359467,44,1.28,0
85.1632096,50.574529016405336,35,20.48,1
30.01716163,59.03657940359466,40,2.56,0
50.35070804,37.06806151640532,29,10.24,1
48.31631157,21.71397738359468,35,10.24,1
14.71380792,84.08036888359467,31,20.48,1
76.6886653,59.15467387359468,30,20.48,0
40.95258895,66.72935012359466,44,10.24,1
58.29757454,28.50388151640533,35,20.48,1
17.78871154,72.78953391640533,40,2.56,0
,,26,20.48,1
22.15523551,13.497491316830178,44,0.32,0
27.34493061,33.77164624316984,44,1.28,0
85.1632096,50.394398516830165,32,20.48,1
30.01716162,59.21670990316983,38,5.12,0
50.35070803,36.88793101683015,28,40.96,1
48.31631156,21.89410788316985,37,10.24,1
14.71380791,84.26049938316984,35,20.48,1
76.6886653,59.334804373169845,31,20.48,0
40.95258894,66.90948062316983,41,10.24,1
58.29757453,28.32375101683016,38,20.48,1
17.78871153,72.60940341683016,40,2.56,0
,,27,10.24,1
22.1552355,13.223138416018514,41,0.64,0
27.34493059,34.045999143981504,44,1.28,0
85.1632096,50.1200456160185,38,10.24,1
30.01716161,59.49106280398149,39,5.12,0
50.35070802,36.61357811601849,29,20.48,1
48.31631155,22.16846078398152,36,5.12,1
14.7138079,84.53485228398151,32,20.48,1
76.68866529,59.60915727398151,34,20.48,1
40.95258892,67.18383352398149,37,5.12,1
58.29757452,28.04939811601849,36,20.48,1
17.78871152,72.3350505160185,37,10.24,0
,,27,20.48,1
22.15523549,12.739090920337958,30,5.12,0
27.34493058,34.53004663966206,43,1.28,0
85.1632096,49.635998120337945,38,10.24,1
7.539270451,68.71810924966206,44,40.96,1
30.0171616,59.97511029966205,39,5.12,0
50.35070801,36.12953062033793,28,20.48,1
48.31631154,22.652508279662072,33,10.24,1
14.71380788,85.01889977966206,27,20.48,1
35.47298672,0.3526823203379194,33,20.48,1
76.68866529,60.09320476966207,37,5.12,1
40.95258891,67.66788101966205,22,81.92,1
58.29757451,27.565350620337934,32,20.48,1
17.7887115,71.85100302033794,37,5.12,0
,,27,20.48,1
22.15523548,11.92065336781377,36,10.24,1
27.34493057,35.34848419218625,40,2.56,0
85.16320959,48.81756056781376,37,10.24,1
30.01716158,60.79354785218624,44,40.96,1
50.350708,35.311093067813744,28,81.92,1
48.31631153,23.47094583218626,39,5.12,0
14.71380787,85.83733733218625,28,20.48,1
35.47298671,0.4657552321862681,33,10.24,1
18.44338208,8.843729832186227,32,20.48,1
76.68866529,60.91164232218625,34,20.48,1
40.9525889,68.48631857218624,35,10.24,0
58.29757451,26.74691306781375,39,10.24,1
17.78871149,71.03256546781375,38,5.12,0
,,35,20.48,1
22.15523546,10.562305571427489,28,10.24,1
27.34493055,36.70683198857253,39,2.56,0
85.16320959,47.459212771427474,37,5.12,1
30.01716157,62.15189564857252,42,20.48,1
50.35070799,33.95274527142746,28,40.96,1
48.31631151,24.829293628572543,39,2.56,0
14.71380786,87.19568512857253,28,20.48,1
35.4729867,1.8241030285725517,33,10.24,1
18.44338207,10.20207762857251,33,10.24,1
76.68866528,62.26999011857254,39,20.48,1
40.95258889,69.84466636857252,38,10.24,0
58.2975745,25.388565271427467,34,20.48,1
17.78871147,69.67421767142747,42,5.12,0
,,31,10.24,1
22.15523545,8.622371652860465,39,10.24,1
27.34493054,38.64676590713955,39,2.56,0
85.16320959,45.51927885286045,34,10.24,1
30.01716156,64.09182956713954,41,20.48,1
50.35070798,32.01281135286044,28,40.96,1
48.3163115,26.769227547139565,33,5.12,0
14.71380784,89.13561904713956,28,20.48,1
35.47298669,3.764036947139573,33,10.24,1
18.44338206,12.142011547139532,36,10.24,1
76.68866528,64.20992403713956,37,10.24,1
40.95258888,71.78460028713954,43,10.24,0
58.29757449,23.44863135286045,33,20.48,1
17.78871146,67.73428375286045,33,5.12,0
,,35,10.24,1
22.15523544,6.036598746933919,50,5.12,1
27.34493053,41.2325388130661,35,2.56,0
85.16320959,42.93350594693391,35,10.24,1
30.01716154,66.67760247306609,39,20.48,1
50.35070797,29.42703844693389,28,40.96,1
48.31631149,29.35500045306611,30,5.12,0
14.71380783,88.2786080469339,29,10.24,1
35.47298667,6.34980985306612,39,10.24,1
18.44338204,14.72778445306608,36,10.24,1
76.68866527,66.7956969430661,39,10.24,1
40.95258886,74.37037319306609,45,5.12,0
58.29757448,20.8628584469339,32,20.48,1
17.78871145,65.1485108469339,33,10.24,1
,,34,10.24,1
22.15523542,0.6754383009613321,53,5.12,0
27.34493051,46.59369925903869,39,10.24,0
85.16320959,37.57234550096132,43,10.24,0
30.01716152,72.03876291903867,37,20.48,1
50.35070796,24.065878000961305,30,5.12,0
48.31631148,34.7161608990387,30,10.24,1
14.71380781,82.91744760096131,38,10.24,1
35.47298666,11.710970299038706,38,20.48,1
76.68866527,72.15685738903869,34,10.24,1
40.95258884,79.73153363903867,39,5.12,1
58.29757446,15.501698000961312,35,10.24,1
17.78871142,59.78735040096132,35,10.24,1
,,40,10.24,1
22.15523539,6.050106736394298,50,2.56,0
27.34493049,53.31924429639432,37,10.24,0
85.16320959,30.84680046360569,35,10.24,0
30.0171615,78.7643079563943,31,20.48,1
50.35070794,17.340332963605675,29,20.48,1
48.31631146,41.44170593639433,30,10.24,0
14.71380779,76.19190256360568,30,10.24,1
35.47298664,18.436515336394336,44,5.12,1
18.443382,26.814489936394292,35,10.24,1
76.68866526,78.88240242639432,42,5.12,1
40.95258883,86.4570786763943,41,5.12,1
58.29757445,8.776152963605682,35,10.24,1
17.7887114,53.061805363605686,33,10.24,1
,,47,5.12,1
22.15523538,11.034162648241365,50,2.56,0
27.34493047,58.30330020824138,39,5.12,1
85.16320958,25.862744551758624,31,20.48,1
32.62413434,11.447534448241356,29,20.48,1
50.35070793,12.35627705175861,34,10.24,1
48.31631145,46.42576184824139,34,10.24,1
14.71380777,71.20784665175862,47,5.12,0
35.47298662,23.4205712482414,26,40.96,1
18.44338198,31.79854584824136,33,20.48,1
76.68866526,83.86645833824139,44,5.12,1
40.95258881,88.55886541175863,43,10.24,1
58.29757444,3.792097051758617,40,10.24,1
17.78871139,48.07774945175862,38,10.24,1
,,44,5.12,0
22.15523537,16.663513843713645,53,2.56,0
27.34493046,63.93265140371366,39,5.12,1
85.16320958,20.233393356286346,31,20.48,1
32.62413432,17.076885643713638,30,10.24,1
50.35070792,6.7269258562863286,31,10.24,1
48.31631144,52.05511304371368,41,5.12,0
14.71380776,65.57849545628633,26,40.96,1
35.47298661,29.049922443713683,38,20.48,1
76.68866525,89.49580953371367,41,10.24,1
40.9525888,82.92951421628635,43,5.12,1
58.29757443,1.8372541437136647,29,20.48,1
17.78871137,42.44839825628634,35,10.24,1
,,46,5.12,0
22.15523535,22.64000003391925,52,2.56,0
27.34493044,69.90913759391927,40,5.12,1
85.16320958,14.256907166080737,37,81.92,1
32.62413431,23.053371833919243,31,20.48,1
30.01716146,84.64579874608074,34,10.24,1
50.35070791,0.7504396660807231,31,10.24,1
48.31631143,58.03159923391928,44,5.12,0
14.71380774,59.60200926608073,25,40.96,1
35.4729866,35.02640863391929,28,20.48,1
76.68866525,84.52770427608073,39,20.48,1
40.95258879,76.95302802608074,44,5.12,0
58.29757442,7.81374033391927,33,20.48,1
17.78871136,36.47191206608073,35,10.24,1
,,50,5.12,0
22.15523534,29.11812632943139,49,2.56,0
85.16320958,7.778780870568596,40,5.12,1
32.6241343,29.531498129431384,31,20.48,1
30.01716145,78.1676724505686,43,40.96,1
50.3507079,5.7276866294314175,31,20.48,1
48.31631141,64.50972552943142,34,20.48,1
14.71380773,53.12388297056859,37,10.24,1
35.47298658,41.50453492943143,26,20.48,1
18.44338194,49.88250952943139,37,10.24,0
17.80767053,6.667576570568599,26,40.96,1
76.68866524,78.04957798056859,44,20.48,1
40.95258877,70.4749017305686,42,5.12,0
58.29757441,14.29186662943141,36,10.24,1
17.78871134,29.993785770568596,39,10.24,1
,,47,5.12,0
22.15523532,35.96738728858696,51,2.56,0
85.16320958,0.929519911413024,44,5.12,1
32.62413428,36.38075908858696,30,10.24,1
30.01716143,71.31841149141303,41,40.96,1
50.35070789,12.57694758858699,30,20.48,1
48.3163114,71.35898648858699,34,20.48,1
14.71380771,46.274622011413015,34,10.24,1
35.47298657,48.353795888587,26,10.24,1
18.44338192,56.73177048858696,36,10.24,0
17.80767051,0.181684388586973,26,40.96,1
76.68866524,71.20031702141301,44,20.48,1
40.95258876,63.62564077141303,40,5.12,1
58.2975744,21.141127588586983,38,10.24,1
17.78871132,23.14452481141302,29,10.24,1
,,44,5.12,0
22.15523531,42.98399640680441,49,2.56,0
27.3449304,89.7468660331956,45,10.24,0
85.16320958,6.087089206804421,30,20.48,1
30.01716142,64.30180237319559,42,40.96,1
50.35070788,19.593556706804435,36,20.48,1
48.31631139,78.37559560680444,41,10.24,0
14.7138077,39.25801289319557,27,10.24,1
18.4433819,63.748379606804406,40,10.24,0
17.8076705,7.1982935068044185,34,81.92,1
76.68866523,64.18370790319557,44,10.24,1
40.95258874,56.60903165319559,40,10.24,1
58.29757439,28.157736706804428,36,10.24,1
17.78871131,16.127915693195575,29,10.24,1
,,51,5.12,0
22.15523529,50.00343654755261,51,1.28,0
27.34493039,82.7274258924474,45,5.12,0
85.16320957,13.106529347552623,29,10.24,1
30.0171614,57.28236223244738,36,20.48,1
50.35070786,26.61299684755264,30,20.48,1
48.31631138,85.39503574755264,34,10.24,1
14.71380768,32.23857275244737,41,5.12,0
35.47298654,62.38984514755265,27,10.24,1
18.44338189,70.76781974755261,41,10.24,0
17.80767048,14.21773364755262,37,40.96,1
76.68866523,57.164267762447366,32,10.24,1
40.95258873,49.589591512447385,38,10.24,1
58.29757438,35.17717684755263,33,10.24,1
17.78871129,9.108475552447374,33,10.24,1
,,48,5.12,0
22.15523528,56.73213034880632,52,1.28,0
27.34493037,75.99873209119369,46,5.12,0
85.16320957,19.83522314880633,29,10.24,1
7.539270238,41.810669481193656,37,20.48,1
30.01716139,50.55366843119367,30,20.48,1
50.35070785,33.34169064880635,44,5.12,0
48.31631137,87.87627045119365,32,10.24,1
14.71380767,25.509878951193656,38,10.24,0
35.47298653,69.11853894880636,38,40.96,1
17.80767047,20.94642744880633,42,10.24,1
76.68866522,50.43557396119365,42,10.24,1
40.95258872,42.86089771119367,25,20.48,1
58.29757437,41.90587064880634,29,10.24,1
17.78871128,2.3797817511936614,34,10.24,1
,,50,2.56,0
22.15523526,62.824368077542616,51,1.28,0
27.34493036,69.90649436245738,46,5.12,0
85.16320957,25.92746087754261,29,10.24,1
7.539270222,35.718431752457384,40,20.48,1
30.01716137,44.461430702457385,30,10.24,1
50.35070784,39.43392837754263,46,5.12,0
48.31631135,81.78403272245737,26,10.24,1
14.71380765,19.417641222457377,41,20.48,0
35.47298651,75.21077667754264,32,40.96,1
17.80767045,27.03866517754261,36,10.24,1
76.68866522,44.34333623245738,35,10.24,1
40.9525887,36.768659982457386,25,20.48,1
58.29757436,47.99810837754262,29,20.48,1
17.78871126,3.712455977542618,28,10.24,1
,,48,2.56,0
22.15523525,67.97770020279837,51,1.28,0
27.34493034,64.75316223720162,42,5.12,0
85.16320957,31.080793002798373,28,10.24,1
7.539270207,30.565099627201626,43,20.48,1
30.01716136,39.308098577201626,29,20.48,1
50.35070783,44.58726050279839,43,5.12,0
48.31631134,76.63070059720161,27,10.24,1
14.71380763,14.264309097201618,40,10.24,0
35.4729865,80.3641088027984,35,20.48,1
17.80767043,32.19199730279837,32,20.48,1
76.68866522,39.19000410720162,41,10.24,1
40.95258869,31.615327857201628,25,10.24,1
58.29757435,53.15144050279838,36,20.48,1
17.78871124,8.865788102798376,29,10.24,1
,,51,2.56,0
22.15523523,71.86459478630424,51,1.28,0
85.16320957,34.96768758630424,45,5.12,0
7.539270191,26.67820504369576,28,10.24,1
30.01716134,35.42120399369576,45,10.24,1
50.35070782,48.47415508630425,29,10.24,1
48.31631133,72.74380601369575,44,2.56,0
14.71380762,10.377414513695754,31,10.24,1
35.47298648,84.25100338630426,33,10.24,0
17.80767042,36.07889188630424,37,10.24,0
76.68866521,35.30310952369576,35,10.24,1
40.95258867,27.728433273695764,25,10.24,1
58.29757434,57.03833508630424,38,20.48,1
17.78871123,12.75268268630424,33,10.24,1
,,51,2.56,0
22.15523522,74.53950838186582,50,1.28,0
85.16320957,37.64260118186581,33,5.12,0
7.539270175,24.003291448134185,41,10.24,1
30.01716133,32.746290398134185,33,81.92,1
50.3507078,51.14906868186583,45,2.56,0
48.31631132,70.06889241813417,31,10.24,1
14.7138076,7.702500918134177,33,10.24,0
18.44338181,84.6961084181342,35,10.24,0
76.68866521,32.62819592813418,39,10.24,1
40.95258866,25.053519678134187,24,10.24,1
58.29757433,59.71324868186582,33,20.48,1
17.78871121,15.427596281865815,32,10.24,1
,,50,1.28,0
22.1552352,76.27631792149175,50,0.64,0
85.16320956,39.37941072149175,38,5.12,0
7.539270159,22.266481908508247,28,20.48,1
30.01716131,31.009480858508248,37,20.48,1
50.35070779,52.885878221491765,32,81.92,1
48.3163113,68.33208287850823,44,2.56,0
14.71380759,5.96569137850824,31,20.48,1
18.44338179,82.95929887850826,33,20.48,0
17.80767038,40.49061502149175,33,10.24,1
76.6886652,30.891386388508245,43,20.48,1
40.95258864,23.31671013850825,24,10.24,1
58.29757432,61.45005822149176,28,20.48,1
17.78871119,17.164405821491755,31,10.24,1
,,48,1.28,0
22.15523518,77.3854409337796,48,0.64,0
85.16320956,40.488533733779605,42,5.12,1
32.62413415,77.79881273377958,28,20.48,1
7.539270143,21.157358896220394,42,20.48,1
30.0171613,29.900357846220395,32,81.92,1
50.35070778,53.99500123377962,45,2.56,0
48.31631129,67.22295986622038,31,20.48,1
14.71380757,4.856568366220387,39,20.48,1
18.44338177,81.85017586622041,31,20.48,1
17.80767036,41.5997380337796,36,20.48,1
76.6886652,29.782263376220392,40,10.24,1
40.95258863,22.2075871262204,24,10.24,1
58.29757431,62.55918123377961,35,10.24,1
17.78871118,18.273528833779608,27,10.24,1
,,47,1.28,0
22.15523517,77.85997831234967,50,0.64,0
85.16320956,40.96307111234967,42,5.12,1
32.62413413,78.27335011234965,28,20.48,1
7.539270127,20.68282151765033,35,20.48,1
30.01716128,29.425820467650333,32,81.92,1
50.35070777,54.46953861234968,45,2.56,0
48.31631128,66.74842248765032,30,20.48,1
14.71380755,4.3820309876503245,40,10.24,1
18.44338175,81.37563848765035,25,20.48,1
17.80767035,42.074275412349664,40,10.24,1
76.68866519,29.30772599765033,42,10.24,1
40.95258861,21.73304974765033,24,10.24,1
58.2975743,63.03371861234967,34,10.24,1
17.78871116,18.74806621234967,26,10.24,1
,,48,1.28,0
22.15523515,77.999636953718,50,0.64,0
27.34493025,54.731225486282,40,5.12,1
85.16320956,41.102729753718,40,20.48,1
7.53927011,20.543162876282004,28,20.48,1
30.01716126,29.286161826282004,46,2.56,0
50.35070776,54.60919725371801,30,10.24,1
14.71380754,4.242372346281996,41,10.24,1
35.47298641,89.61395444628198,34,20.48,1
76.68866519,29.168067356282,37,10.24,1
40.9525886,21.59339110628201,38,20.48,1
58.29757428,63.173377253718,24,10.24,1
17.78871114,18.887724853718,37,10.24,1
,,50,1.28,0
22.15523514,77.9713097329787,48,0.64,0
27.34493023,54.7595527070213,41,5.12,1
85.16320956,41.074402532978695,44,10.24,1
7.539270093,20.571490097021304,27,20.48,1
30.01716125,29.314489047021304,26,40.96,1
50.35070774,54.58087003297871,45,1.28,0
14.71380752,4.270699567021296,30,20.48,1
35.47298639,89.64228166702128,42,10.24,1
18.44338172,81.26430706702132,38,20.48,1
76.68866518,29.1963945770213,37,10.24,1
40.95258858,21.621718327021306,43,10.24,1
58.29757427,63.1450500329787,23,10.24,1
17.78871112,18.8593976329787,39,10.24,1
,,50,0.64,0
22.15523512,77.8468068419851,48,0.64,0
27.34493021,54.884055598014896,41,5.12,1
85.16320956,40.9498996419851,34,10.24,1
32.62413409,78.26017864198508,27,20.48,1
30.01716123,29.4389919380149,26,40.96,1
50.35070773,54.45636714198511,44,1.28,0
48.31631124,66.76159395801488,30,20.48,1
14.7138075,4.395202458014893,39,10.24,1
35.47298638,89.76678455801488,26,20.48,1
18.4433817,81.38880995801492,37,20.48,1
76.68866518,29.3208974680149,37,10.24,1
40.95258857,21.746221218014902,42,10.24,1
58.29757426,63.02054714198511,40,20.48,1
17.78871111,18.7348947419851,31,20.48,1
,,49,1.28,0
22.15523509,77.57731329810129,50,0.64,0
27.34493019,55.15354914189871,42,5.12,1
85.16320955,40.68040609810129,41,10.24,1
32.62413406,77.99068509810127,25,40.96,1
30.01716121,29.708485481898716,43,1.28,0
50.35070771,54.1868735981013,34,20.48,1
48.31631122,67.0310875018987,36,10.24,1
14.71380748,4.6646960018987045,32,20.48,1
18.44338167,81.65830350189873,40,10.24,1
76.68866517,29.59039101189871,34,20.48,1
40.95258855,22.015714761898717,44,10.24,1
58.29757425,62.751053598101294,32,20.48,1
17.78871108,18.46540119810129,25,20.48,1
,,50,1.28,0
22.15523508,77.40749209446064,50,0.64,0
27.34493017,55.32337034553936,40,5.12,1
85.16320955,40.51058489446064,39,10.24,1
32.62413405,77.82086389446062,25,40.96,1
