elevation,diff_azimuth,Carrier-to-noise density ratio (cno) [dbHz],Estimated pseudorange measurement standard deviation (prStdev) [m],"NLOS (0 == no, 1 == yes, # == No Information)"
68.88858998,22.086271587599757,27,2.56,0
41.20217765,57.43578458759978,42,1.28,0
31.01986337,10.874323682400217,49,0.64,0
58.68742804,2.649399582400221,27,5.12,0
44.52023342,38.25834258759977,37,1.28,0
40.51269772,22.616621112400225,18,20.48,1
29.58116931,3.203770652400223,35,2.56,0
70.61698076,70.0840942124002,35,10.24,1
32.50221607,26.37793548759976,42,2.56,0
,,28,10.24,1
,,49,0.64,0
9.496345755,82.8112689435244,41,1.28,#
21.09594507,86.32813375647561,29,10.24,1
68.88858998,21.98925594352437,36,2.56,0
41.20217765,57.3387689435244,42,1.28,0
31.01986336,10.9713393264756,49,0.64,0
58.68742803,2.746415226475605,27,5.12,0
44.52023342,38.16132694352439,37,1.28,0
40.51269772,22.71363675647561,18,20.48,1
29.5811693,3.300786296475607,37,2.56,0
70.61698076,70.18110985647559,32,10.24,1
32.50221607,26.280919843524373,45,2.56,0
,,31,20.48,1
,,48,0.64,0
9.49634575,82.64958146903103,42,1.28,#
68.88858997,21.827568469031007,30,10.24,1
41.20217764,57.17708146903104,36,2.56,0
31.01986336,11.133026800968963,44,1.28,0
58.68742803,2.908102700968968,49,0.32,0
44.52023341,37.999639469031024,27,5.12,0
40.51269771,22.87532423096897,38,1.28,0
29.5811693,3.4624737709689697,17,20.48,1
70.61698075,70.34279733096895,34,2.56,0
32.50221606,26.11923236903101,35,10.24,1
,,46,2.56,0
,,47,0.64,0
9.496345745,82.51582445378199,41,1.28,#
21.09594506,86.62357824621802,34,10.24,1
68.88858997,21.69381145378196,36,2.56,0
41.20217764,57.04332445378199,42,1.28,0
31.01986335,11.266783816218007,26,20.48,0
58.68742803,3.041859716218013,48,0.64,0
44.52023341,37.86588245378198,27,5.12,0
33.12329317,3.5872788462180125,37,1.28,0
40.51269771,23.009081246218017,18,20.48,1
29.58116929,3.5962307862180154,31,5.12,0
70.61698075,70.476554346218,35,10.24,1
32.50221606,25.985475353781965,44,2.56,0
,,31,20.48,1
,,47,0.64,0
9.49634574,82.37560989112711,40,1.28,#
21.09594506,86.76379280887289,30,10.24,1
68.88858997,21.55359689112709,38,2.56,0
41.20217763,56.90310989112712,43,2.56,0
31.01986335,11.406998378872885,26,10.24,0
58.68742802,3.1820742788728893,49,0.32,0
44.5202334,37.7256678911271,27,5.12,0
33.12329316,3.727493408872888,38,0.64,0
40.5126977,23.149295808872893,18,20.48,1
29.58116929,3.7364453488728913,30,10.24,0
70.61698075,70.61676890887287,38,10.24,1
32.50221605,25.84526079112709,45,2.56,0
,,30,20.48,1
,,47,0.64,0
9.496345734,82.20431551231576,40,1.28,#
21.09594505,86.93508718768425,34,10.24,0
68.88858997,21.38230251231573,36,2.56,0
41.20217763,56.73181551231576,42,2.56,0
31.01986334,11.578292757684238,25,10.24,0
58.68742802,3.3533686576842427,49,0.32,0
44.5202334,37.55437351231575,27,2.56,0
33.12329316,3.898787787684242,37,1.28,0
40.5126977,23.32059018768425,18,20.48,1
29.58116928,3.9077397276842447,30,10.24,0
70.61698075,70.78806328768422,32,10.24,0
32.50221605,25.673966412315732,43,2.56,0
,,30,10.24,1
,,46,0.64,0
9.496345729,82.02832795102671,40,1.28,#
21.09594505,87.1110747489733,33,10.24,0
68.88858996,21.206314951026684,36,2.56,0
41.20217762,56.55582795102672,43,1.28,0
31.01986334,11.754280318973288,25,10.24,0
58.68742802,3.529356218973291,50,0.64,0
44.5202334,37.3783859510267,27,2.56,0
33.12329315,4.07477534897329,37,1.28,0
40.51269769,23.49657774897329,18,20.48,1
29.58116928,4.083727288973293,30,10.24,0
70.61698075,70.96405084897327,32,10.24,0
32.50221604,25.497978851026687,43,2.56,0
,,25,10.24,1
,,47,0.64,0
9.496345724,81.85765697246876,38,1.28,#
21.09594504,87.28174572753124,28,10.24,0
68.88858996,21.035643972468733,36,5.12,0
41.20217762,56.38515697246877,43,1.28,0
31.01986333,11.924951297531235,26,10.24,0
58.68742802,3.7000271975312415,47,0.64,0
44.52023339,37.20771497246875,27,2.56,0
33.12329315,4.245446327531241,37,0.64,0
40.51269769,23.667248727531245,18,20.48,1
29.58116927,4.254398267531244,30,10.24,1
70.61698074,71.13472182753122,32,10.24,0
32.50221604,25.327307872468737,43,2.56,0
,,25,10.24,1
,,45,0.64,0
9.496345719,81.6491265882214,39,1.28,#
21.09594504,87.4902761117786,28,10.24,0
68.88858996,20.82711358822138,38,5.12,0
41.20217762,56.17662658822141,40,1.28,0
31.01986333,12.13348168177859,25,10.24,0
58.68742801,3.908557581778595,49,0.64,0
44.52023339,36.9991845882214,28,2.56,0
33.12329314,4.453976711778594,37,0.64,0
40.51269768,23.8757791117786,18,20.48,1
29.58116927,4.462928651778597,33,10.24,1
70.61698074,71.34325221177858,27,20.48,0
32.50221603,25.118777488221383,42,2.56,0
,,26,10.24,1
,,45,0.64,0
9.496345714,81.48889110547407,37,1.28,#
21.09594503,87.65051159452594,28,10.24,1
68.88858996,20.66687810547404,36,5.12,0
41.20217761,56.01639110547407,40,1.28,0
31.01986332,12.29371716452593,26,10.24,0
58.68742801,4.068793064525934,48,0.64,0
44.52023338,36.83894910547406,28,2.56,0
33.12329314,4.614212194525933,37,0.64,0
40.51269768,24.036014594525938,18,20.48,1
29.58116926,4.623164134525936,36,5.12,1
70.61698074,71.50348769452592,32,10.24,1
32.50221603,24.958542005474044,41,2.56,0
,,26,10.24,1
,,46,0.64,0
9.496345708,81.30428457978951,39,1.28,#
21.09594503,87.8351181202105,28,10.24,1
68.88858996,20.482271579789483,36,5.12,0
41.20217761,55.83178457978951,44,1.28,0
31.01986332,12.478323690210487,26,5.12,0
58.68742801,4.253399590210492,48,0.64,0
44.52023338,36.6543425797895,28,2.56,0
33.12329313,4.798818720210491,37,0.64,0
40.51269767,24.22062112021049,18,20.48,1
29.58116926,4.807770660210494,30,5.12,1
70.61698074,71.68809422021047,35,10.24,1
32.50221602,24.77393547978949,44,2.56,0
,,26,10.24,1
,,47,0.64,0
9.496345703,81.12877992400553,39,1.28,#
21.09594502,88.01062277599448,28,10.24,1
68.88858995,20.3067669240055,36,2.56,0
41.2021776,55.65627992400553,42,1.28,0
31.01986331,12.65382834599447,26,5.12,0
58.687428,4.428904245994474,47,0.64,0
44.52023337,36.47883792400552,28,2.56,0
33.12329313,4.974323375994473,39,0.64,0
40.51269767,24.39612577599448,18,20.48,1
29.58116925,4.983275315994476,34,5.12,1
70.61698073,71.86359887599446,34,10.24,1
32.50221602,24.598430824005504,45,1.28,0
,,26,10.24,1
,,46,0.64,0
9.496345698,80.97222401307414,39,1.28,#
21.09594501,88.16717868692587,28,10.24,1
68.88858995,20.150211013074117,36,2.56,0
41.2021776,55.49972401307414,42,1.28,0
31.01986331,12.810384256925856,27,5.12,0
58.687428,4.585460156925862,47,0.64,0
44.52023337,36.32228201307413,28,2.56,0
33.12329312,5.130879286925861,37,0.64,0
40.51269766,24.552681686925865,18,20.48,1
29.58116925,5.139831226925864,36,5.12,1
70.61698073,72.02015478692584,34,10.24,1
32.50221601,24.44187491307412,46,1.28,0
,,32,10.24,1
,,44,0.64,0
9.496345693,80.80685028873745,39,1.28,#
21.09594501,88.33255241126255,32,10.24,1
68.88858995,19.984837288737424,37,2.56,0
41.20217759,55.334350288737454,44,1.28,0
31.0198633,12.975757981262548,27,5.12,0
58.687428,4.750833881262551,47,0.64,0
44.52023337,36.15690828873744,28,5.12,0
33.12329312,5.29625301126255,37,0.64,0
40.51269766,24.718055411262554,18,20.48,1
29.58116924,5.305204951262553,36,5.12,1
70.61698073,72.18552851126253,30,20.48,1
32.50221601,24.276501188737427,45,1.28,0
,,32,10.24,1
,,45,0.64,0
9.496345687,80.71600046870202,37,1.28,#
21.095945,88.42340223129798,28,10.24,1
68.88858995,19.893987468701997,37,2.56,0
31.0198633,13.066607801297977,41,1.28,0
58.68742799,4.841683701297981,27,5.12,0
44.52023336,36.06605846870201,47,0.64,0
33.12329311,5.38710283129798,28,5.12,0
40.51269765,24.808905231297985,37,0.64,0
29.58116924,5.396054771297983,18,20.48,1
70.61698073,72.27637833129796,33,5.12,1
32.502216,24.185651368702,40,1.28,0
,,32,10.24,1
,,45,0.64,0
9.496345682,80.67658203898407,39,1.28,#
21.095945,88.46282066101594,28,10.24,1
68.88858994,19.85456903898404,36,2.56,0
41.20217758,55.20408203898407,43,1.28,0
31.01986329,13.106026231015932,27,10.24,0
58.68742799,4.881102131015936,48,0.64,0
44.52023336,36.026640038984056,28,5.12,0
33.12329311,5.426521261015935,38,0.64,0
40.51269765,24.84832366101594,18,20.48,1
29.58116923,5.435473201015938,30,5.12,1
70.61698073,72.31579676101592,30,20.48,1
32.502216,24.14623293898404,40,1.28,0
,,26,20.48,1
,,47,0.64,0
9.496345677,80.61693549857006,41,1.28,#
21.09594499,88.52246720142995,29,10.24,1
68.88858994,19.79492249857003,38,2.56,0
41.20217758,55.14443549857006,43,1.28,0
31.01986329,13.16567277142994,27,10.24,0
58.68742799,4.940748671429944,47,0.64,0
44.52023335,35.96699349857005,27,5.12,0
33.1232931,5.486167801429943,38,0.64,0
40.51269765,24.907970201429947,18,20.48,1
29.58116923,5.495119741429946,29,5.12,1
70.61698072,72.37544330142993,30,20.48,1
32.50221599,24.086586398570034,43,1.28,0
,,27,20.48,1
,,47,0.64,0
9.496345671,80.58675250034213,40,1.28,#
21.09594499,88.55265019965788,33,10.24,1
68.88858994,19.764739500342102,34,2.56,0
41.20217757,55.11425250034213,42,1.28,0
31.01986328,13.195855769657868,26,10.24,0
58.68742798,4.9709316696578725,45,0.64,0
44.52023335,35.93681050034212,27,5.12,0
33.1232931,5.516350799657872,37,1.28,0
40.51269764,24.93815319965788,17,20.48,1
29.58116922,5.525302739657874,29,5.12,1
70.61698072,72.40562629965785,30,20.48,1
32.50221599,24.056403400342106,44,1.28,0
,,26,20.48,1
,,44,0.64,0
9.496345666,80.57987510703612,42,1.28,#
21.09594498,88.55952759296389,33,10.24,0
68.88858994,19.75786210703609,42,2.56,0
41.20217757,55.10737510703612,42,1.28,0
31.01986328,13.20273316296388,32,5.12,0
58.68742798,4.977809062963885,48,0.64,0
44.52023334,35.929933107036106,32,10.24,0
33.12329309,5.5232281929638845,45,0.64,0
40.51269764,24.94503059296389,16,20.48,1
29.58116921,5.532180132963887,33,10.24,1
70.61698072,72.41250369296387,33,10.24,1
32.50221598,24.049526007036093,47,1.28,0
,,25,10.24,1
,,47,0.64,0
9.49634566,80.57161696393365,41,1.28,#
21.09594498,88.56778573606636,36,10.24,0
68.88858993,19.749603963933623,45,2.56,0
41.20217757,55.09911696393365,45,1.28,0
31.01986327,13.210991306066347,17,20.48,1
58.68742798,4.986067206066352,35,5.12,0
44.52023334,35.92167496393364,48,1.28,0
33.12329308,5.531486336066351,32,5.12,0
40.51269763,24.953288736066355,44,0.64,0
38.50279371,59.01431146393367,16,40.96,1
29.58116921,5.540438276066354,35,10.24,1
70.61698072,72.42076183606633,33,10.24,1
32.50221597,24.041267863933623,50,1.28,0
,,31,10.24,1
,,48,0.64,0
9.496345655,80.60194416507238,40,1.28,#
21.09594497,88.53745853492762,38,10.24,1
68.88858993,19.779931165072355,45,2.56,0
41.20217756,55.12944416507239,43,1.28,0
31.01986327,13.180664104927615,19,20.48,1
58.68742797,4.95574000492762,32,5.12,0
44.52023333,35.95200216507237,49,0.64,0
33.12329308,5.501159134927619,32,5.12,0
40.51269762,24.922961534927623,45,0.64,0
38.50279371,59.0446386650724,16,20.48,1
29.5811692,5.510111074927622,35,10.24,1
70.61698071,72.3904346349276,29,10.24,1
32.50221597,24.07159506507236,50,1.28,0
,,26,10.24,1
,,48,0.64,0
9.496345649,80.63459892805264,40,1.28,#
21.09594497,88.50480377194737,40,10.24,1
68.88858993,19.812585928052613,43,2.56,0
41.20217756,55.16209892805264,44,1.28,0
31.01986326,13.148009341947358,20,20.48,1
58.68742797,4.923085241947362,33,5.12,0
44.52023333,35.98465692805263,47,0.64,0
33.12329307,5.468504371947361,32,5.12,0
40.51269762,24.890306771947365,45,0.64,0
38.5027937,59.077293428052656,16,20.48,1
29.5811692,5.477456311947364,35,10.24,1
70.61698071,72.35777987194734,29,10.24,1
32.50221596,24.104249828052616,49,0.64,0
,,27,10.24,1
,,47,0.64,0
9.496345644,80.70003409276666,38,1.28,#
21.09594496,88.43936860723335,35,10.24,1
68.88858993,19.87802109276663,43,2.56,0
31.01986325,13.08257417723334,41,1.28,0
58.68742797,4.857650077233345,21,20.48,1
44.52023332,36.05009209276665,32,5.12,0
33.12329307,5.403069207233344,45,1.28,0
40.51269761,24.824871607233348,32,5.12,0
38.5027937,59.14272859276667,45,0.64,0
29.58116919,5.412021147233347,16,20.48,1
70.61698071,72.29234470723333,35,5.12,1
32.50221596,24.169684992766637,49,0.64,0
,,26,10.24,1
,,44,0.64,0
9.496345638,80.73473807570707,40,1.28,#
21.09594495,88.40466462429293,39,10.24,1
68.88858992,19.912725075707044,44,1.28,0
31.01986325,13.047870194292926,43,1.28,0
58.68742796,4.822946094292931,21,20.48,1
44.52023332,36.08479607570706,32,5.12,0
33.12329306,5.36836522429293,40,1.28,0
40.51269761,24.79016762429293,32,5.12,0
38.50279369,59.17743257570709,45,0.64,0
29.58116919,5.377317164292933,16,20.48,1
70.61698071,72.25764072429291,35,5.12,1
32.50221595,24.204388975707047,47,0.64,0
,,26,10.24,1
,,46,1.28,0
9.496345632,80.79552170817357,38,1.28,#
21.09594495,88.34388099182644,37,10.24,1
68.88858992,19.97350870817354,45,1.28,0
41.20217754,55.32302170817357,45,1.28,0
31.01986324,12.98708656182643,22,20.48,1
58.68742796,4.762162461826435,33,5.12,0
44.52023332,36.14557970817356,41,1.28,0
33.12329306,5.307581591826434,33,5.12,0
19.96806636,56.05726540817356,46,1.28,0
40.5126976,24.72938399182644,16,20.48,1
38.50279369,59.23821620817358,32,10.24,1
29.58116918,5.316533531826437,33,20.48,1
70.6169807,72.19685709182642,44,0.64,0
32.50221595,24.265172608173543,26,10.24,1
,,46,1.28,0
,,23,20.48,1
9.496345626,80.85721827646438,40,1.28,#
21.09594494,88.28218442353563,36,10.24,1
68.88858992,20.035205276464357,41,2.56,0
41.20217754,55.38471827646438,43,1.28,0
31.01986324,12.925389993535616,24,20.48,1
58.68742796,4.700465893535622,33,5.12,0
44.52023331,36.20727627646437,37,1.28,0
33.12329305,5.245885023535621,33,5.12,0
19.96806635,56.11896197646438,45,0.64,0
40.5126976,24.667687423535625,15,20.48,1
38.50279368,59.2999127764644,35,10.24,1
29.58116917,5.254836963535624,31,20.48,1
70.6169807,72.1351605235356,42,0.64,0
32.50221594,24.32686917646436,26,10.24,1
,,46,0.64,0
,,23,10.24,1
9.496345621,80.93771206166929,40,1.28,#
21.09594494,88.20169063833072,40,10.24,1
68.88858992,20.11569906166926,45,2.56,0
41.20217753,55.46521206166929,40,1.28,0
31.01986323,12.84489620833071,24,20.48,1
58.68742795,4.619972108330714,33,5.12,0
44.52023331,36.28777006166928,42,1.28,0
33.12329305,5.165391238330713,33,5.12,0
19.96806634,56.19945576166928,45,0.64,0
40.51269759,24.58719363833072,15,20.48,1
38.50279368,59.3804065616693,32,5.12,1
29.58116917,5.174343178330716,31,10.24,1
70.6169807,72.0546667383307,45,0.64,0
32.50221594,24.407362961669264,26,20.48,1
,,46,0.64,0
,,24,10.24,1
9.496345615,80.998804660561,37,1.28,#
68.88858991,20.17679166056098,40,10.24,0
41.20217753,55.52630466056101,41,2.56,0
31.01986323,12.78380360943899,42,1.28,0
58.68742795,4.558879509438995,25,10.24,1
44.5202333,36.348862660561,33,5.12,0
33.12329304,5.104298639438994,44,1.28,0
19.96806634,56.260548360561,45,0.64,0
40.51269759,24.526101039439,16,20.48,1
38.50279367,59.44149916056102,33,5.12,0
70.6169807,71.99357413943898,31,10.24,1
32.50221593,24.468455560560983,41,1.28,0
,,46,0.64,0
,,24,10.24,1
9.496345609,81.09875028653636,35,1.28,#
21.09594493,88.04065241346365,39,10.24,0
68.88858991,20.27673728653633,43,2.56,0
41.20217752,55.62625028653636,41,1.28,0
31.01986322,12.68385798346364,25,10.24,1
58.68742794,4.458933883463644,33,5.12,0
44.5202333,36.44880828653635,37,2.56,0
33.12329303,5.004353013463643,33,20.48,0
19.96806633,56.36049398653636,45,0.64,0
40.51269758,24.426155413463647,16,20.48,1
38.50279366,59.54144478653637,29,10.24,0
29.58116916,5.013304953463646,31,10.24,1
70.61698069,71.89362851346363,44,1.28,0
32.50221592,24.56840118653633,27,20.48,1
,,46,0.64,0
,,25,10.24,1
9.496345603,81.14074125943898,35,2.56,#
21.09594492,87.99866144056102,40,10.24,0
68.88858991,20.31872825943896,41,2.56,0
41.20217752,55.668241259438986,43,1.28,0
31.01986322,12.641867010561016,25,10.24,1
58.68742794,4.416942910561019,33,5.12,0
44.52023329,36.49079925943897,35,5.12,0
33.12329303,4.962362040561018,33,10.24,0
19.96806633,56.40248495943898,45,0.64,0
40.51269758,24.384164440561023,16,20.48,1
38.50279366,59.583435759439,34,10.24,0
29.58116915,4.971313980561021,32,10.24,1
70.61698069,71.851637540561,44,1.28,0
32.50221592,24.61039215943896,27,20.48,1
,,46,0.64,0
,,25,10.24,1
9.496345597,81.29053345965161,35,5.12,#
21.09594491,87.84886924034839,40,5.12,0
68.88858991,20.468520459651582,42,2.56,0
41.20217751,55.818033459651616,42,1.28,0
31.01986321,12.492074810348385,24,10.24,1
58.68742794,4.267150710348389,33,10.24,0
44.52023329,36.6405914596516,39,5.12,0
33.12329302,4.812569840348388,33,10.24,0
19.96806632,56.55227715965161,46,0.64,0
40.51269757,24.234372240348392,16,20.48,1
38.50279365,59.73322795965163,34,10.24,0
29.58116914,4.821521780348391,36,10.24,1
70.61698069,71.70184534034837,46,1.28,0
32.50221591,24.76018435965159,27,10.24,1
,,46,0.64,0
,,25,10.24,1
9.496345591,81.34073963976351,39,5.12,#
21.09594491,87.79866306023649,41,5.12,0
68.8885899,20.51872663976349,44,2.56,0
41.20217751,55.86823963976352,41,1.28,0
31.0198632,12.441868630236485,24,10.24,1
58.68742793,4.216944530236489,33,10.24,0
44.52023328,36.6907976397635,37,2.56,0
33.12329302,4.762363660236488,34,10.24,0
19.96806631,56.60248333976351,45,0.64,0
40.51269757,24.184166060236493,17,20.48,1
38.50279365,59.78343413976353,37,5.12,0
29.58116914,4.771315600236491,33,10.24,1
70.61698069,71.65163916023647,47,1.28,0
32.50221591,24.81039053976349,28,20.48,1
,,47,0.64,0
,,25,10.24,1
9.496345585,81.48720085918745,38,5.12,#
21.0959449,87.65220184081255,35,5.12,0
68.8885899,20.665187859187427,40,2.56,0
41.2021775,56.01470085918746,44,1.28,0
31.0198632,12.295407410812544,24,10.24,1
58.68742793,4.070483310812548,32,10.24,0
44.52023328,36.83725885918744,36,5.12,0
33.12329301,4.615902440812548,29,10.24,0
19.96806631,56.74894455918745,45,0.64,0
40.51269756,24.03770484081255,17,20.48,1
38.50279364,59.92989535918747,37,10.24,0
29.58116913,4.62485438081255,34,10.24,1
70.61698068,71.50517794081253,46,1.28,0
32.5022159,24.95685175918743,28,10.24,1
,,47,0.32,0
,,25,10.24,1
9.496345578,81.58172144295469,40,5.12,#
21.0959449,87.55768125704532,41,5.12,0
68.8885899,20.75970844295466,35,5.12,0
41.2021775,56.10922144295469,43,1.28,0
31.01986319,12.20088682704531,24,10.24,1
58.68742793,3.9759627270453137,32,10.24,0
44.52023327,36.93177944295468,45,5.12,0
33.123293,4.521381857045313,33,5.12,0
19.9680663,56.843465142954685,45,1.28,0
40.51269755,23.94318425704532,18,20.48,1
38.50279364,60.024415942954704,37,5.12,0
29.58116913,4.530333797045316,33,10.24,1
70.61698068,71.4106573570453,46,1.28,0
32.50221589,25.051372342954664,28,20.48,1
,,47,0.64,0
,,25,10.24,1
9.496345572,81.73900523990056,40,2.56,#
21.09594489,87.40039746009944,37,5.12,0
68.88858989,20.916992239900537,41,5.12,0
41.20217749,56.26650523990057,43,1.28,0
31.01986319,12.043603030099431,24,20.48,1
58.68742792,3.8186789300994377,32,5.12,0
44.52023327,37.08906323990056,44,2.56,0
33.123293,4.364098060099437,33,5.12,0
19.96806629,57.00074893990056,45,1.28,0
40.51269755,23.78590046009944,18,20.48,1
38.50279363,60.18169973990058,39,5.12,0
29.58116912,4.37305000009944,29,20.48,1
70.61698068,71.25337356009942,47,1.28,0
32.50221589,25.20865613990054,29,10.24,1
,,46,0.64,0
,,26,10.24,1
9.496345566,81.85465061576366,36,2.56,#
21.09594488,87.28475208423635,39,5.12,1
68.88858989,21.032637615763637,34,10.24,0
31.01986318,11.927957654236335,42,1.28,0
58.68742792,3.7030335542363417,23,20.48,1
44.52023326,37.20470861576365,33,5.12,0
33.12329299,4.248452684236341,44,2.56,0
19.96806629,57.11639431576366,36,5.12,0
40.51269754,23.670255084236345,46,0.64,0
38.50279362,60.29734511576368,18,20.48,1
29.58116911,4.257404624236344,36,5.12,0
70.61698067,71.13772818423632,44,1.28,0
32.50221588,25.32430151576364,29,10.24,1
,,46,0.64,0
,,26,10.24,1
9.49634556,82.03337992896098,40,2.56,#
21.09594488,87.10602277103902,41,5.12,1
68.88858989,21.21136692896096,42,10.24,0
41.20217748,56.560879928960986,44,1.28,0
31.01986317,11.749228341039014,23,20.48,1
58.68742792,3.524304241039019,33,5.12,0
44.52023326,37.38343792896097,47,2.56,0
33.12329299,4.069723371039018,33,5.12,0
19.96806628,57.29512362896098,46,1.28,0
40.51269754,23.491525771039026,17,20.48,1
38.50279362,60.476074428961,30,5.12,0
29.58116911,4.078675311039021,29,20.48,1
70.61698067,70.958998871039,45,1.28,0
32.50221588,25.50303082896096,33,10.24,1
,,45,0.64,0
,,26,10.24,1
9.496345554,82.17412519698087,40,2.56,#
21.09594487,86.96527750301914,40,10.24,1
68.88858989,21.35211219698084,41,10.24,0
41.20217747,56.70162519698087,43,1.28,0
31.01986317,11.60848307301913,23,20.48,1
58.68742791,3.3835589730191344,33,10.24,0
44.52023325,37.52418319698086,48,2.56,0
33.12329298,3.9289781030191335,29,5.12,0
19.96806627,57.435868896980864,45,0.64,0
40.51269753,23.350780503019138,17,20.48,1
38.50279361,60.61681969698088,37,5.12,0
29.5811691,3.937930043019136,33,20.48,1
70.61698067,70.81825360301912,46,0.64,0
32.50221587,25.643776096980844,33,10.24,1
,,46,0.64,0
,,27,10.24,1
21.09594486,86.84159724690431,40,2.56,#
68.88858988,21.475792453095664,41,10.24,1
41.20217747,56.825305453095694,41,5.12,0
31.01986316,11.484802816904306,43,1.28,0
58.68742791,3.25987871690431,23,20.48,1
44.52023324,37.64786345309568,36,10.24,0
33.12329297,3.8052978469043097,48,2.56,0
19.96806627,57.55954915309569,33,5.12,0
40.51269753,23.227100246904318,46,0.64,0
38.50279361,60.74049995309571,37,5.12,0
29.58116909,3.8142497869043126,32,20.48,1
70.61698067,70.69457334690429,47,0.64,0
32.50221586,25.767456353095668,29,10.24,1
,,43,0.64,0
,,26,10.24,1
21.09594486,86.70725896000357,40,2.56,#
68.88858988,21.610130739996407,43,10.24,1
41.20217746,56.95964373999644,39,5.12,0
31.01986316,11.350464530003563,44,1.28,0
58.6874279,3.125540430003568,24,20.48,1
44.52023324,37.78220173999642,36,10.24,0
33.12329297,3.670959560003567,48,2.56,0
19.96806626,57.69388743999643,33,5.12,0
40.51269752,23.09276196000357,45,0.64,0
38.5027936,60.87483823999645,37,5.12,0
29.58116909,3.67991150000357,28,10.24,1
70.61698066,70.56023506000355,47,0.64,0
32.50221586,25.90179463999641,29,10.24,1
,,45,0.64,0
,,26,10.24,1
21.09594485,86.51636312409414,38,2.56,#
68.88858988,21.80102657590584,42,5.12,1
41.20217746,57.15053957590587,39,5.12,0
31.01986315,11.159568694094132,42,1.28,0
58.6874279,2.934644594094138,24,20.48,1
44.52023323,37.973097575905854,36,10.24,0
33.12329296,3.480063724094137,46,1.28,0
19.96806625,57.88478327590586,34,5.12,0
40.51269751,22.90186612409414,45,0.64,0
38.5027936,61.06573407590588,37,5.12,0
29.58116908,3.48901566409414,33,10.24,1
70.61698066,70.36933922409412,47,0.64,0
32.50221585,26.09269047590584,28,10.24,1
,,44,0.64,0
,,26,10.24,1
68.88858988,21.97912604948715,37,2.56,#
41.20217745,57.32863904948718,40,10.24,0
31.01986314,10.98146922051282,37,5.12,0
58.6874279,2.756545120512825,43,1.28,0
44.52023323,38.151197049487166,23,20.48,1
33.12329295,3.3019642505128246,34,10.24,0
19.96806625,58.06288274948717,44,1.28,0
40.51269751,22.72376665051283,37,5.12,0
38.50279359,61.24383354948719,46,0.64,0
29.58116908,3.3109161905128275,35,5.12,0
70.61698066,70.1912397505128,30,10.24,1
32.50221584,26.270789949487156,48,0.64,0
,,43,0.64,0
,,26,10.24,1
68.88858987,22.174402103762247,37,2.56,#
41.20217745,57.52391510376228,40,5.12,0
31.01986314,10.786193166237725,29,5.12,0
58.68742789,2.5612690662377275,41,1.28,0
44.52023322,38.34647310376226,23,20.48,1
33.12329295,3.106688196237726,34,10.24,0
19.96806624,58.25815880376227,45,1.28,0
40.5126975,22.52849059623773,31,5.12,0
38.50279358,61.43910960376229,46,0.64,0
29.58116907,3.115640136237729,36,2.56,0
70.61698066,69.99596369623771,30,10.24,1
32.50221584,26.46606600376225,47,0.64,0
,,45,0.64,0
,,26,10.24,1
68.88858987,22.327361360432008,39,2.56,#
41.20217744,57.67687436043204,36,5.12,0
31.01986313,10.633233909567965,38,5.12,0
58.68742789,2.408309809567968,43,1.28,0
44.52023322,38.49943236043202,23,20.48,1
33.12329294,2.9537289395679664,34,10.24,0
19.96806623,58.41111806043203,47,1.28,0
40.5126975,22.37553133956797,32,5.12,0
38.50279358,61.59206886043205,46,0.64,0
29.58116906,2.9626808795679693,36,2.56,0
70.61698065,69.84300443956795,30,10.24,1
32.50221583,26.61902526043201,50,0.64,0
,,46,0.64,0
,,26,10.24,1
68.88858987,22.46355902188475,42,2.56,#
41.20217744,57.81307202188478,36,10.24,0
31.01986313,10.497036248115222,40,5.12,0
58.68742788,2.2721121481152267,40,2.56,0
44.52023321,38.635630021884765,23,20.48,1
33.12329294,2.8175312781152257,30,5.12,0
19.96806623,58.54731572188477,46,1.28,0
40.51269749,22.23933367811523,35,5.12,0
38.50279357,61.72826652188479,45,0.64,0
29.58116906,2.8264832181152286,39,2.56,0
70.61698065,69.70680677811521,30,10.24,1
32.50221582,26.75522292188475,49,0.64,0
,,47,0.64,0
,,26,10.24,1
21.09594482,85.73768161373704,41,2.56,#
68.88858986,22.57970808626294,32,5.12,0
41.20217743,57.92922108626297,35,5.12,0
31.01986312,10.38088718373703,42,2.56,0
58.68742788,2.155963083737035,23,20.48,1
44.52023321,38.75177908626296,34,5.12,0
33.12329293,2.701382213737034,45,1.28,0
19.96806622,58.66346478626296,36,5.12,0
40.51269749,22.12318461373704,45,0.64,0
38.50279357,61.84441558626298,37,2.56,0
29.58116905,2.710334153737037,29,10.24,1
70.61698065,69.59065771373702,50,0.64,0
32.50221582,26.871371986262943,23,20.48,1
,,48,0.64,0
,,26,10.24,1
21.09594481,85.66238689920084,42,2.56,#
68.88858986,22.65500280079914,33,10.24,0
41.20217743,58.00451580079917,32,10.24,0
31.01986311,10.305592469200832,42,2.56,0
58.68742788,2.0806683692008363,23,20.48,1
44.5202332,38.82707380079916,34,5.12,0
33.12329292,2.6260874992008354,46,1.28,0
19.96806621,58.73875950079916,35,2.56,0
40.51269748,22.04788989920084,46,0.64,0
38.50279356,61.91971030079918,37,5.12,0
29.58116904,2.6350394392008383,30,10.24,1
70.61698064,69.51536299920082,50,0.64,0
32.50221581,26.946666700799145,23,10.24,1
