GPSWeek [weeks],GPSSecondsOfWeek [s],Carrier-to-noise density ratio (cno) [dbHz],"NLOS (0 == no, 1 == yes, # == No Information)"
1900,126692.79999997029,45,0
1900,126692.99999997029,51,0
1900,126692.99999997029,45,0
1900,126692.99999997029,41,1
1900,126692.99999997029,33,1
1900,126692.99999997029,41,1
1900,126692.99999997029,33,1
1900,126692.99999997029,44,0
1900,126692.99999997029,42,0
1900,126692.99999997029,38,1
1900,126692.99999997029,33,1
1900,126692.99999997029,31,1
1900,126692.99999997029,32,1
1900,126692.99999997029,32,1
1900,126692.99999997029,45,0
1900,126692.99999997029,40,0
1900,126692.99999997029,34,1
1900,126692.99999997029,44,0
1900,126693.29999997029,51,0
1900,126693.29999997029,46,0
1900,126693.29999997029,37,1
1900,126693.29999997029,33,1
1900,126693.29999997029,41,1
1900,126693.29999997029,33,1
1900,126693.29999997029,45,0
1900,126693.29999997029,39,0
1900,126693.29999997029,37,1
1900,126693.29999997029,34,1
1900,126693.29999997029,26,1
1900,126693.29999997029,35,1
1900,126693.29999997029,46,0
1900,126693.29999997029,42,0
1900,126693.29999997029,35,1
1900,126693.29999997029,44,0
1900,126693.49999997029,50,0
1900,126693.49999997029,45,0
1900,126693.49999997029,37,1
1900,126693.49999997029,33,1
1900,126693.49999997029,38,1
1900,126693.49999997029,33,1
1900,126693.49999997029,46,0
1900,126693.49999997029,40,1
1900,126693.49999997029,34,1
1900,126693.49999997029,36,1
1900,126693.49999997029,31,1
1900,126693.49999997029,31,1
1900,126693.49999997029,35,1
1900,126693.49999997029,47,0
1900,126693.49999997029,42,0
1900,126693.49999997029,35,1
1900,126693.49999997029,45,0
1900,126693.69999997028,51,0
1900,126693.69999997028,46,0
1900,126693.69999997028,40,1
1900,126693.69999997028,39,1
1900,126693.69999997028,37,1
1900,126693.69999997028,32,1
1900,126693.69999997028,45,0
1900,126693.69999997028,39,1
1900,126693.69999997028,40,1
1900,126693.69999997028,34,1
1900,126693.69999997028,31,1
1900,126693.69999997028,31,1
1900,126693.69999997028,35,1
1900,126693.69999997028,45,0
1900,126693.69999997028,43,0
1900,126693.69999997028,34,1
1900,126693.69999997028,42,0
1900,126693.89999997028,51,0
1900,126693.89999997028,46,0
1900,126693.89999997028,38,1
1900,126693.89999997028,37,1
1900,126693.89999997028,41,1
1900,126693.89999997028,46,0
1900,126693.89999997028,41,1
1900,126693.89999997028,36,1
1900,126693.89999997028,34,1
1900,126693.89999997028,32,1
1900,126693.89999997028,31,1
1900,126693.89999997028,35,1
1900,126693.89999997028,46,0
1900,126693.89999997028,45,0
1900,126693.89999997028,30,1
1900,126693.89999997028,43,0
1900,126694.09999997028,51,0
1900,126694.09999997028,45,0
1900,126694.09999997028,38,1
1900,126694.09999997028,34,1
1900,126694.09999997028,43,1
1900,126694.09999997028,32,1
1900,126694.09999997028,46,0
1900,126694.09999997028,41,1
1900,126694.09999997028,42,1
1900,126694.09999997028,35,1
1900,126694.09999997028,32,1
1900,126694.09999997028,35,1
1900,126694.09999997028,45,0
1900,126694.09999997028,45,0
1900,126694.09999997028,30,1
1900,126694.09999997028,43,0
1900,126694.29999997027,51,0
1900,126694.29999997027,46,0
1900,126694.29999997027,38,1
1900,126694.29999997027,39,1
1900,126694.29999997027,43,1
1900,126694.29999997027,45,0
1900,126694.29999997027,34,1
1900,126694.29999997027,41,1
1900,126694.29999997027,40,1
1900,126694.29999997027,35,1
1900,126694.29999997027,34,1
1900,126694.29999997027,34,1
1900,126694.29999997027,45,0
1900,126694.29999997027,44,0
1900,126694.29999997027,37,0
1900,126694.49999997027,51,0
1900,126694.49999997027,46,0
1900,126694.49999997027,38,1
1900,126694.49999997027,38,1
1900,126694.49999997027,44,1
1900,126694.49999997027,27,1
1900,126694.49999997027,46,0
1900,126694.49999997027,35,1
1900,126694.49999997027,35,1
1900,126694.49999997027,43,1
1900,126694.49999997027,39,1
1900,126694.49999997027,25,1
1900,126694.49999997027,45,0
1900,126694.49999997027,43,0
1900,126694.49999997027,34,1
1900,126694.49999997027,37,0
1900,126694.69999997027,51,0
1900,126694.69999997027,46,0
1900,126694.69999997027,36,1
1900,126694.69999997027,40,1
1900,126694.69999997027,44,1
1900,126694.69999997027,27,1
1900,126694.69999997027,45,0
1900,126694.69999997027,37,1
1900,126694.69999997027,41,1
1900,126694.69999997027,44,1
1900,126694.69999997027,37,1
1900,126694.69999997027,30,1
1900,126694.69999997027,44,0
1900,126694.69999997027,39,0
1900,126694.69999997027,31,0
1900,126694.99999997027,51,0
1900,126694.99999997027,46,0
1900,126694.99999997027,33,1
1900,126694.99999997027,38,1
1900,126694.99999997027,46,1
1900,126694.99999997027,32,1
1900,126694.99999997027,47,0
1900,126694.99999997027,30,1
1900,126694.99999997027,47,1
1900,126694.99999997027,38,1
1900,126694.99999997027,35,1
1900,126694.99999997027,31,1
1900,126694.99999997027,44,0
1900,126694.99999997027,33,0
1900,126694.99999997027,36,1
1900,126694.99999997027,31,1
1900,126695.19999997027,51,0
1900,126695.19999997027,45,0
1900,126695.19999997027,40,1
1900,126695.19999997027,40,1
1900,126695.19999997027,44,1
1900,126695.19999997027,32,1
1900,126695.19999997027,43,0
1900,126695.19999997027,34,1
1900,126695.19999997027,45,0
1900,126695.19999997027,35,1
1900,126695.19999997027,30,1
1900,126695.19999997027,44,0
1900,126695.19999997027,35,1
1900,126695.19999997027,39,1
1900,126695.19999997027,35,1
1900,126695.39999997025,51,0
1900,126695.39999997025,45,0
1900,126695.39999997025,37,1
1900,126695.39999997025,36,1
1900,126695.39999997025,47,1
1900,126695.39999997025,43,0
1900,126695.39999997025,30,1
1900,126695.39999997025,47,0
1900,126695.39999997025,36,0
1900,126695.39999997025,26,1
1900,126695.39999997025,46,0
1900,126695.39999997025,31,1
1900,126695.39999997025,36,1
1900,126695.39999997025,31,1
1900,126695.59999997026,51,0
1900,126695.59999997026,46,0
1900,126695.59999997026,37,1
1900,126695.59999997026,36,1
1900,126695.59999997026,42,1
1900,126695.59999997026,31,1
1900,126695.59999997026,46,0
1900,126695.59999997026,30,1
1900,126695.59999997026,51,0
1900,126695.59999997026,36,0
1900,126695.59999997026,30,1
1900,126695.59999997026,44,0
1900,126695.59999997026,41,1
1900,126695.59999997026,31,1
1900,126695.79999997026,51,0
1900,126695.79999997026,46,0
1900,126695.79999997026,37,1
1900,126695.79999997026,33,1
1900,126695.79999997026,40,1
1900,126695.79999997026,31,1
1900,126695.79999997026,44,0
1900,126695.79999997026,34,1
1900,126695.79999997026,41,0
1900,126695.79999997026,39,1
1900,126695.79999997026,36,0
1900,126695.79999997026,31,1
1900,126695.79999997026,27,1
1900,126695.79999997026,45,0
1900,126695.79999997026,39,1
1900,126695.79999997026,31,1
1900,126695.99999997026,51,0
1900,126695.99999997026,46,0
1900,126695.99999997026,39,1
1900,126695.99999997026,37,1
1900,126695.99999997026,43,1
1900,126695.99999997026,46,0
1900,126695.99999997026,30,1
1900,126695.99999997026,42,1
1900,126695.99999997026,40,1
1900,126695.99999997026,36,0
1900,126695.99999997026,32,1
1900,126695.99999997026,46,0
1900,126695.99999997026,40,1
1900,126695.99999997026,25,1
1900,126696.19999997025,51,0
1900,126696.19999997025,46,0
1900,126696.19999997025,38,1
1900,126696.19999997025,38,1
1900,126696.19999997025,37,1
1900,126696.19999997025,31,1
1900,126696.19999997025,44,0
1900,126696.19999997025,30,1
1900,126696.19999997025,38,1
1900,126696.19999997025,42,1
1900,126696.19999997025,34,0
1900,126696.19999997025,34,1
1900,126696.19999997025,32,1
1900,126696.19999997025,47,0
1900,126696.19999997025,39,1
1900,126696.19999997025,26,1
1900,126696.39999997025,50,0
1900,126696.39999997025,46,0
1900,126696.39999997025,33,1
1900,126696.39999997025,36,1
1900,126696.39999997025,39,1
1900,126696.39999997025,31,1
1900,126696.39999997025,44,0
1900,126696.39999997025,30,1
1900,126696.39999997025,41,1
1900,126696.39999997025,32,1
1900,126696.39999997025,37,0
1900,126696.39999997025,31,1
1900,126696.39999997025,45,0
1900,126696.39999997025,41,1
1900,126696.39999997025,26,1
1900,126696.59999997025,50,0
1900,126696.59999997025,46,0
1900,126696.59999997025,36,1
1900,126696.59999997025,42,1
1900,126696.59999997025,36,1
1900,126696.59999997025,41,0
1900,126696.59999997025,30,1
1900,126696.59999997025,39,1
1900,126696.59999997025,34,1
1900,126696.59999997025,34,1
1900,126696.59999997025,45,0
1900,126696.59999997025,41,1
1900,126696.59999997025,26,1
1900,126696.79999997024,50,0
1900,126696.79999997024,45,0
1900,126696.79999997024,34,1
1900,126696.79999997024,41,1
1900,126696.79999997024,34,1
1900,126696.79999997024,45,0
1900,126696.79999997024,30,1
1900,126696.79999997024,39,1
1900,126696.79999997024,30,1
1900,126696.79999997024,34,1
1900,126696.79999997024,45,0
1900,126696.79999997024,32,1
1900,126696.79999997024,38,1
1900,126696.79999997024,26,1
1900,126696.99999997024,50,0
1900,126696.99999997024,46,0
1900,126696.99999997024,34,1
1900,126696.99999997024,39,1
1900,126696.99999997024,40,1
1900,126696.99999997024,30,1
1900,126696.99999997024,45,0
1900,126696.99999997024,30,1
1900,126696.99999997024,39,1
1900,126696.99999997024,38,1
1900,126696.99999997024,36,1
1900,126696.99999997024,28,1
1900,126696.99999997024,45,0
1900,126696.99999997024,32,1
1900,126696.99999997024,38,1
1900,126696.99999997024,26,1
1900,126697.19999997024,51,0
1900,126697.19999997024,46,0
1900,126697.19999997024,30,1
1900,126697.19999997024,36,1
1900,126697.19999997024,34,1
1900,126697.19999997024,30,1
1900,126697.19999997024,45,0
1900,126697.19999997024,29,1
1900,126697.19999997024,37,1
1900,126697.19999997024,35,1
1900,126697.19999997024,36,1
1900,126697.19999997024,28,1
1900,126697.19999997024,44,0
1900,126697.19999997024,41,1
1900,126697.19999997024,34,1
1900,126697.19999997024,26,1
1900,126697.39999997024,50,0
1900,126697.39999997024,46,0
1900,126697.39999997024,35,1
1900,126697.39999997024,42,0
1900,126697.39999997024,31,1
1900,126697.39999997024,44,0
1900,126697.39999997024,29,1
1900,126697.39999997024,40,1
1900,126697.39999997024,40,1
1900,126697.39999997024,30,1
1900,126697.39999997024,36,1
1900,126697.39999997024,44,0
1900,126697.39999997024,36,1
1900,126697.39999997024,37,1
1900,126697.39999997024,27,1
1900,126697.59999997023,50,0
1900,126697.59999997023,46,0
1900,126697.59999997023,35,1
1900,126697.59999997023,33,0
1900,126697.59999997023,30,1
1900,126697.59999997023,41,0
1900,126697.59999997023,30,1
1900,126697.59999997023,37,1
1900,126697.59999997023,39,1
1900,126697.59999997023,35,0
1900,126697.59999997023,36,1
1900,126697.59999997023,33,1
1900,126697.59999997023,43,0
1900,126697.59999997023,33,1
1900,126697.59999997023,40,1
1900,126697.59999997023,31,1
1900,126697.79999997023,50,0
1900,126697.79999997023,46,0
1900,126697.79999997023,34,1
1900,126697.79999997023,26,1
1900,126697.79999997023,30,1
1900,126697.79999997023,41,0
1900,126697.79999997023,30,1
1900,126697.79999997023,39,1
1900,126697.79999997023,36,0
1900,126697.79999997023,33,1
1900,126697.79999997023,36,1
1900,126697.79999997023,44,0
1900,126697.79999997023,33,1
1900,126697.79999997023,40,1
1900,126697.79999997023,26,1
1900,126697.99999997023,51,0
1900,126697.99999997023,45,0
1900,126697.99999997023,34,1
1900,126697.99999997023,39,1
1900,126697.99999997023,35,1
1900,126697.99999997023,30,1
1900,126697.99999997023,45,0
1900,126697.99999997023,29,1
1900,126697.99999997023,41,1
1900,126697.99999997023,29,1
1900,126697.99999997023,37,0
1900,126697.99999997023,33,1
1900,126697.99999997023,44,1
1900,126697.99999997023,44,0
1900,126697.99999997023,37,1
1900,126697.99999997023,40,1
1900,126697.99999997023,27,1
1900,126698.19999997022,50,0
1900,126698.19999997022,46,0
1900,126698.19999997022,34,1
1900,126698.19999997022,36,1
1900,126698.19999997022,32,1
1900,126698.19999997022,30,1
1900,126698.19999997022,48,0
1900,126698.19999997022,29,1
1900,126698.19999997022,44,1
1900,126698.19999997022,37,0
1900,126698.19999997022,36,1
1900,126698.19999997022,44,0
1900,126698.19999997022,35,1
1900,126698.19999997022,35,1
1900,126698.19999997022,27,1
1900,126698.39999997022,50,0
1900,126698.39999997022,46,0
1900,126698.39999997022,34,1
1900,126698.39999997022,32,1
1900,126698.39999997022,30,0
1900,126698.39999997022,46,0
1900,126698.39999997022,29,1
1900,126698.39999997022,40,1
1900,126698.39999997022,37,0
1900,126698.39999997022,34,1
1900,126698.39999997022,43,0
1900,126698.39999997022,37,1
1900,126698.39999997022,32,1
1900,126698.39999997022,26,1
1900,126698.59999997022,50,0
1900,126698.59999997022,46,0
1900,126698.59999997022,34,1
1900,126698.59999997022,40,1
1900,126698.59999997022,34,1
1900,126698.59999997022,45,0
1900,126698.59999997022,29,1
1900,126698.59999997022,40,1
1900,126698.59999997022,30,1
1900,126698.59999997022,37,1
1900,126698.59999997022,36,1
1900,126698.59999997022,43,0
1900,126698.59999997022,37,1
1900,126698.59999997022,33,1
1900,126698.59999997022,26,1
1900,126698.79999997022,50,0
1900,126698.79999997022,47,0
1900,126698.79999997022,35,1
1900,126698.79999997022,40,1
1900,126698.79999997022,32,1
1900,126698.79999997022,43,0
1900,126698.79999997022,33,1
1900,126698.79999997022,38,1
1900,126698.79999997022,38,1
1900,126698.79999997022,32,1
1900,126698.79999997022,35,1
1900,126698.79999997022,33,0
1900,126698.79999997022,44,0
1900,126698.79999997022,37,1
1900,126698.79999997022,36,1
1900,126698.79999997022,27,1
1900,126698.99999997021,51,0
1900,126698.99999997021,47,0
1900,126698.99999997021,33,1
1900,126698.99999997021,35,0
1900,126698.99999997021,42,1
1900,126698.99999997021,32,1
1900,126698.99999997021,43,0
1900,126698.99999997021,29,1
1900,126698.99999997021,40,1
1900,126698.99999997021,36,1
1900,126698.99999997021,35,1
1900,126698.99999997021,31,1
1900,126698.99999997021,33,0
1900,126698.99999997021,43,0
1900,126698.99999997021,34,1
1900,126698.99999997021,36,1
1900,126698.99999997021,27,1
1900,126699.19999997021,50,0
1900,126699.19999997021,45,0
1900,126699.19999997021,34,0
1900,126699.19999997021,37,1
1900,126699.19999997021,45,0
1900,126699.19999997021,33,1
1900,126699.19999997021,42,1
1900,126699.19999997021,32,1
1900,126699.19999997021,40,1
1900,126699.19999997021,31,1
1900,126699.19999997021,33,0
1900,126699.19999997021,44,0
1900,126699.19999997021,36,1
1900,126699.19999997021,40,1
1900,126699.19999997021,27,1
1900,126699.49999997021,50,0
1900,126699.49999997021,45,0
1900,126699.49999997021,29,1
1900,126699.49999997021,36,1
1900,126699.49999997021,35,1
1900,126699.49999997021,45,0
1900,126699.49999997021,33,1
1900,126699.49999997021,36,1
1900,126699.49999997021,32,1
1900,126699.49999997021,37,1
1900,126699.49999997021,35,1
1900,126699.49999997021,28,1
1900,126699.49999997021,43,0
1900,126699.49999997021,33,1
1900,126699.49999997021,35,1
1900,126699.49999997021,27,1
1900,126699.69999997021,50,0
1900,126699.69999997021,46,0
1900,126699.69999997021,29,1
1900,126699.69999997021,30,1
1900,126699.69999997021,37,1
1900,126699.69999997021,32,1
1900,126699.69999997021,44,0
1900,126699.69999997021,36,1
1900,126699.69999997021,34,1
1900,126699.69999997021,36,1
1900,126699.69999997021,41,0
1900,126699.69999997021,27,1
1900,126699.69999997021,34,1
1900,126699.69999997021,44,0
1900,126699.69999997021,36,1
1900,126699.69999997021,32,1
1900,126699.69999997021,27,1
1900,126699.89999997021,51,0
1900,126699.89999997021,46,0
1900,126699.89999997021,29,1
1900,126699.89999997021,41,1
1900,126699.89999997021,32,1
1900,126699.89999997021,43,0
1900,126699.89999997021,38,1
1900,126699.89999997021,37,0
1900,126699.89999997021,33,1
1900,126699.89999997021,41,0
1900,126699.89999997021,28,1
1900,126699.89999997021,34,1
1900,126699.89999997021,44,0
1900,126699.89999997021,35,1
1900,126699.89999997021,35,1
1900,126699.89999997021,27,1
1900,126700.19999997021,49,0
1900,126700.19999997021,46,0
1900,126700.19999997021,33,1
1900,126700.19999997021,41,1
1900,126700.19999997021,32,1
1900,126700.19999997021,41,0
1900,126700.19999997021,37,1
1900,126700.19999997021,41,0
1900,126700.19999997021,33,1
1900,126700.19999997021,41,0
1900,126700.19999997021,36,1
1900,126700.19999997021,34,1
1900,126700.19999997021,45,0
1900,126700.19999997021,38,1
1900,126700.19999997021,35,1
1900,126700.19999997021,27,1
1900,126700.39999997021,47,0
1900,126700.39999997021,44,0
1900,126700.39999997021,33,1
1900,126700.39999997021,38,1
1900,126700.39999997021,32,1
1900,126700.39999997021,44,0
1900,126700.39999997021,35,1
1900,126700.39999997021,37,0
1900,126700.39999997021,36,1
1900,126700.39999997021,45,0
1900,126700.39999997021,28,1
1900,126700.39999997021,31,0
1900,126700.39999997021,44,0
1900,126700.39999997021,36,1
1900,126700.39999997021,39,1
1900,126700.39999997021,27,1
1900,126700.5999999702,50,0
1900,126700.5999999702,41,0
1900,126700.5999999702,33,1
1900,126700.5999999702,37,1
1900,126700.5999999702,35,1
1900,126700.5999999702,44,0
1900,126700.5999999702,35,1
1900,126700.5999999702,39,1
1900,126700.5999999702,38,1
1900,126700.5999999702,43,0
1900,126700.5999999702,33,1
1900,126700.5999999702,35,0
1900,126700.5999999702,44,0
1900,126700.5999999702,40,1
1900,126700.5999999702,35,1
1900,126700.5999999702,27,1
1900,126700.7999999702,50,0
1900,126700.7999999702,45,0
1900,126700.7999999702,33,1
1900,126700.7999999702,37,1
1900,126700.7999999702,30,1
1900,126700.7999999702,46,0
1900,126700.7999999702,35,1
1900,126700.7999999702,42,1
1900,126700.7999999702,43,0
1900,126700.7999999702,41,0
1900,126700.7999999702,29,1
1900,126700.7999999702,31,1
1900,126700.7999999702,44,0
1900,126700.7999999702,38,1
1900,126700.7999999702,42,0
1900,126700.7999999702,27,1
1900,126700.9999999702,50,0
1900,126700.9999999702,45,0
1900,126700.9999999702,35,1
1900,126700.9999999702,36,1
1900,126700.9999999702,46,0
1900,126700.9999999702,32,1
1900,126700.9999999702,40,1
1900,126700.9999999702,46,0
1900,126700.9999999702,39,0
1900,126700.9999999702,34,1
1900,126700.9999999702,35,1
1900,126700.9999999702,43,0
1900,126700.9999999702,38,1
1900,126700.9999999702,35,0
1900,126700.9999999702,27,1
1900,126701.2999999702,48,0
1900,126701.2999999702,44,0
1900,126701.2999999702,33,1
1900,126701.2999999702,42,1
1900,126701.2999999702,30,1
1900,126701.2999999702,46,0
1900,126701.2999999702,32,1
1900,126701.2999999702,35,1
1900,126701.2999999702,47,0
1900,126701.2999999702,43,0
1900,126701.2999999702,34,1
1900,126701.2999999702,27,1
1900,126701.2999999702,43,0
1900,126701.2999999702,36,1
1900,126701.2999999702,39,0
1900,126701.2999999702,28,1
1900,126701.4999999702,49,0
1900,126701.4999999702,46,0
1900,126701.4999999702,33,1
1900,126701.4999999702,41,1
1900,126701.4999999702,30,1
1900,126701.4999999702,43,0
1900,126701.4999999702,32,1
1900,126701.4999999702,37,1
1900,126701.4999999702,48,0
1900,126701.4999999702,45,0
1900,126701.4999999702,36,1
1900,126701.4999999702,43,0
1900,126701.4999999702,36,1
1900,126701.4999999702,40,0
1900,126701.4999999702,32,1
1900,126701.6999999702,50,0
1900,126701.6999999702,45,0
1900,126701.6999999702,33,1
1900,126701.6999999702,39,1
1900,126701.6999999702,43,0
1900,126701.6999999702,32,1
1900,126701.6999999702,38,1
1900,126701.6999999702,47,0
1900,126701.6999999702,41,0
1900,126701.6999999702,31,1
1900,126701.6999999702,33,1
1900,126701.6999999702,43,0
1900,126701.6999999702,38,1
1900,126701.6999999702,37,0
1900,126701.6999999702,28,1
1900,126701.89999997019,50,0
1900,126701.89999997019,46,0
1900,126701.89999997019,28,1
1900,126701.89999997019,39,1
1900,126701.89999997019,34,1
1900,126701.89999997019,43,0
1900,126701.89999997019,34,1
1900,126701.89999997019,40,1
1900,126701.89999997019,41,0
1900,126701.89999997019,43,0
1900,126701.89999997019,35,1
1900,126701.89999997019,44,0
1900,126701.89999997019,40,1
1900,126701.89999997019,34,1
1900,126701.89999997019,28,1
1900,126702.09999997019,50,0
1900,126702.09999997019,45,0
1900,126702.09999997019,34,1
1900,126702.09999997019,46,1
1900,126702.09999997019,46,1
1900,126702.09999997019,29,1
1900,126702.09999997019,43,0
1900,126702.09999997019,35,1
1900,126702.09999997019,38,1
1900,126702.09999997019,46,0
1900,126702.09999997019,42,0
1900,126702.09999997019,34,1
1900,126702.09999997019,40,0
1900,126702.09999997019,41,1
1900,126702.09999997019,37,1
1900,126702.09999997019,28,1
1900,126702.29999997019,50,0
1900,126702.29999997019,42,0
1900,126702.29999997019,33,1
1900,126702.29999997019,50,1
1900,126702.29999997019,45,1
1900,126702.29999997019,33,1
1900,126702.29999997019,42,0
1900,126702.29999997019,31,1
1900,126702.29999997019,36,1
1900,126702.29999997019,45,0
1900,126702.29999997019,43,0
1900,126702.29999997019,34,1
1900,126702.29999997019,32,1
1900,126702.29999997019,42,0
1900,126702.29999997019,37,1
1900,126702.29999997019,37,1
1900,126702.29999997019,28,1
1900,126702.49999997018,50,0
1900,126702.49999997018,46,0
1900,126702.49999997018,36,1
1900,126702.49999997018,50,1
1900,126702.49999997018,39,1
1900,126702.49999997018,33,1
1900,126702.49999997018,41,0
1900,126702.49999997018,34,1
1900,126702.49999997018,36,1
1900,126702.49999997018,46,0
1900,126702.49999997018,44,0
1900,126702.49999997018,32,1
1900,126702.49999997018,42,0
1900,126702.49999997018,37,1
1900,126702.49999997018,34,1
1900,126702.49999997018,29,1
1900,126702.69999997018,48,0
1900,126702.69999997018,46,0
1900,126702.69999997018,35,1
1900,126702.69999997018,46,1
1900,126702.69999997018,37,0
1900,126702.69999997018,31,1
1900,126702.69999997018,43,0
1900,126702.69999997018,34,1
1900,126702.69999997018,37,1
1900,126702.69999997018,48,0
1900,126702.69999997018,42,0
1900,126702.69999997018,35,1
1900,126702.69999997018,41,0
1900,126702.69999997018,41,1
1900,126702.69999997018,32,1
1900,126702.69999997018,29,1
1900,126702.89999997018,48,0
1900,126702.89999997018,46,0
1900,126702.89999997018,35,1
1900,126702.89999997018,48,0
1900,126702.89999997018,43,0
1900,126702.89999997018,32,1
1900,126702.89999997018,42,0
1900,126702.89999997018,35,1
1900,126702.89999997018,41,1
1900,126702.89999997018,43,0
1900,126702.89999997018,40,0
1900,126702.89999997018,36,0
1900,126702.89999997018,44,0
1900,126702.89999997018,30,1
1900,126702.89999997018,39,1
1900,126702.89999997018,29,1
1900,126703.09999997017,49,0
1900,126703.09999997017,46,0
1900,126703.09999997017,32,1
1900,126703.09999997017,48,0
1900,126703.09999997017,48,0
1900,126703.09999997017,35,1
1900,126703.09999997017,42,0
1900,126703.09999997017,27,1
1900,126703.09999997017,36,1
1900,126703.09999997017,42,0
1900,126703.09999997017,44,0
1900,126703.09999997017,39,1
1900,126703.09999997017,32,1
1900,126703.09999997017,46,0
1900,126703.09999997017,34,1
1900,126703.09999997017,37,1
1900,126703.09999997017,33,1
1900,126703.29999997017,48,0
1900,126703.29999997017,46,0
1900,126703.29999997017,39,1
1900,126703.29999997017,48,0
1900,126703.29999997017,51,0
1900,126703.29999997017,34,1
1900,126703.29999997017,38,0
1900,126703.29999997017,32,1
1900,126703.29999997017,37,0
1900,126703.29999997017,48,0
1900,126703.29999997017,40,0
1900,126703.29999997017,38,1
1900,126703.29999997017,42,0
1900,126703.29999997017,34,1
1900,126703.29999997017,35,1
1900,126703.29999997017,33,1
1900,126703.49999997017,48,0
1900,126703.49999997017,45,0
1900,126703.49999997017,37,1
1900,126703.49999997017,47,1
1900,126703.49999997017,50,0
1900,126703.49999997017,34,1
1900,126703.49999997017,38,0
1900,126703.49999997017,32,1
1900,126703.49999997017,43,0
1900,126703.49999997017,48,0
1900,126703.49999997017,42,0
1900,126703.49999997017,38,1
1900,126703.49999997017,35,1
1900,126703.49999997017,39,0
1900,126703.49999997017,37,1
1900,126703.49999997017,32,1
1900,126703.49999997017,33,1
1900,126703.69999997017,48,0
1900,126703.69999997017,41,0
1900,126703.69999997017,37,1
1900,126703.69999997017,47,1
1900,126703.69999997017,47,0
1900,126703.69999997017,35,1
1900,126703.69999997017,42,0
1900,126703.69999997017,36,1
1900,126703.69999997017,41,0
1900,126703.69999997017,41,0
1900,126703.69999997017,40,0
1900,126703.69999997017,41,1
1900,126703.69999997017,32,1
1900,126703.69999997017,43,0
1900,126703.69999997017,38,1
1900,126703.69999997017,40,1
1900,126703.69999997017,29,1
1900,126703.89999997016,50,0
1900,126703.89999997016,45,0
1900,126703.89999997016,42,1
1900,126703.89999997016,46,1
1900,126703.89999997016,50,0
1900,126703.89999997016,37,1
1900,126703.89999997016,41,0
1900,126703.89999997016,33,1
1900,126703.89999997016,38,0
1900,126703.89999997016,47,0
1900,126703.89999997016,43,0
1900,126703.89999997016,39,1
1900,126703.89999997016,36,1
1900,126703.89999997016,42,0
1900,126703.89999997016,34,1
1900,126703.89999997016,33,1
1900,126703.89999997016,29,1
1900,126704.09999997016,50,0
1900,126704.09999997016,44,0
1900,126704.09999997016,37,1
1900,126704.09999997016,47,1
1900,126704.09999997016,51,0
1900,126704.09999997016,34,1
1900,126704.09999997016,41,0
1900,126704.09999997016,33,1
1900,126704.09999997016,32,0
1900,126704.09999997016,44,0
1900,126704.09999997016,41,0
1900,126704.09999997016,36,1
1900,126704.09999997016,30,1
1900,126704.09999997016,45,0
1900,126704.09999997016,34,0
1900,126704.09999997016,41,1
1900,126704.09999997016,29,1
1900,126704.29999997016,50,0
1900,126704.29999997016,45,0
1900,126704.29999997016,37,1
1900,126704.29999997016,47,1
1900,126704.29999997016,45,0
1900,126704.29999997016,35,1
1900,126704.29999997016,40,0
1900,126704.29999997016,32,1
1900,126704.29999997016,33,1
1900,126704.29999997016,43,0
1900,126704.29999997016,39,0
1900,126704.29999997016,44,1
1900,126704.29999997016,34,1
1900,126704.29999997016,44,0
1900,126704.29999997016,34,0
1900,126704.29999997016,43,0
1900,126704.29999997016,29,1
1900,126704.49999997015,51,0
1900,126704.49999997015,46,0
1900,126704.49999997015,39,1
1900,126704.49999997015,47,1
1900,126704.49999997015,45,0
1900,126704.49999997015,34,1
1900,126704.49999997015,40,0
1900,126704.49999997015,32,1
1900,126704.49999997015,39,1
1900,126704.49999997015,45,0
1900,126704.49999997015,39,0
1900,126704.49999997015,29,1
1900,126704.49999997015,34,1
1900,126704.49999997015,43,0
1900,126704.49999997015,34,0
1900,126704.49999997015,43,0
1900,126704.49999997015,34,1
1900,126704.69999997015,50,0
1900,126704.69999997015,46,0
1900,126704.69999997015,37,1
1900,126704.69999997015,44,1
1900,126704.69999997015,49,0
1900,126704.69999997015,31,1
1900,126704.69999997015,46,0
1900,126704.69999997015,36,1
1900,126704.69999997015,37,1
1900,126704.69999997015,41,0
1900,126704.69999997015,42,0
1900,126704.69999997015,41,1
1900,126704.69999997015,35,1
1900,126704.69999997015,42,0
1900,126704.69999997015,33,0
1900,126704.69999997015,42,0
1900,126704.69999997015,29,1
1900,126704.89999997015,50,0
1900,126704.89999997015,47,0
1900,126704.89999997015,39,1
1900,126704.89999997015,46,1
1900,126704.89999997015,50,0
1900,126704.89999997015,35,1
1900,126704.89999997015,44,0
1900,126704.89999997015,31,1
1900,126704.89999997015,37,1
1900,126704.89999997015,43,0
1900,126704.89999997015,42,0
1900,126704.89999997015,35,1
1900,126704.89999997015,31,1
1900,126704.89999997015,43,0
1900,126704.89999997015,30,0
1900,126704.89999997015,41,0
1900,126704.89999997015,29,1
1900,126705.09999997015,50,0
1900,126705.09999997015,45,0
1900,126705.09999997015,37,1
1900,126705.09999997015,46,1
1900,126705.09999997015,49,0
1900,126705.09999997015,34,1
1900,126705.09999997015,41,0
1900,126705.09999997015,35,1
1900,126705.09999997015,39,1
