GPSWeek [weeks];GPSSecondsOfWeek [s];Solution status (sol stat);Position type (pos type);Latitude (lat) [deg];Longitude (lon) [deg];Height above mean sea level (hgt) [m];Undulation (undulation) [m];Datum ID number (datum id#);Latitude standard deviation (lat σ) [m];Longitude standard deviation (lon σ) [m];Height standard deviation (hgt σ) [m];Base station ID (stn id);Differential age in seconds (diff_age) [s];Solution age in seconds (sol_age) [s];Number of satellites tracked (#SVs);Number of satellites used in solution (#solnSVs);Number of satellites with L1/E1/B1 signals used in solution (#solnL1SVs);Number of satellites with multi-frequency signals used in solution (#solnMultiSVs);Extended solution status (ext sol stat);Galileo and BeiDou signals used mask (Galileo and BeiDou sig mask);GPS and GLONASS signals used mask (GPS and GLONASS sig mask)
1913;314786.65;0;50;50.110435087216;8.65914040845841;98.5336134657264;48.2000007629395;61;0.0129576567560434;0.0130552817136049;0.0282623525708914;4095;1.64999997615814;0;12;11;11;11;1;51;48
1913;314786.7;0;50;50.1104350760265;8.65914042416981;98.5379593912512;48.2000007629395;61;0.0130007965490222;0.0131030203774571;0.0283868126571178;4095;1.70000004768372;0;12;11;11;11;1;51;48
1913;314786.75;0;50;50.1104350774549;8.65914041797233;98.5352240195498;48.2000007629395;61;0.0130438087508082;0.0131506016477942;0.028510732576251;4095;1.75;0;12;11;11;11;1;51;48
1913;314786.8;0;50;50.1104350737701;8.65914042848059;98.534176055342;48.2000007629395;61;0.0130867008119822;0.0131980301812291;0.0286341514438391;4095;1.79999995231628;0;12;11;11;11;1;51;48
1913;314786.85;0;50;50.1104350777039;8.65914040503104;98.5366445314139;48.2000007629395;61;0.0131294513121247;0.0132452733814716;0.0287570375949144;4095;1.85000002384186;0;12;11;11;11;1;51;48
1913;314786.9;0;50;50.1104350842461;8.65914041802605;98.5365109015256;48.2000007629395;61;0.0131720807403326;0.0132923685014248;0.0288794040679932;4095;1.89999997615814;0;12;11;11;10;1;51;16
1913;314786.95;0;50;50.1104350812104;8.65914042105917;98.5338300997391;48.2000007629395;61;0.0132145928218961;0.0133393174037337;0.0290012583136559;4095;1.95000004768372;0;12;11;11;10;1;51;16
1913;314787;0;50;50.1104350936661;8.65914039996347;98.5310278525576;48.2000007629395;61;0.0132569884881377;0.0133861228823662;0.0291226096451283;4095;2;0;12;11;11;10;1;51;16
1913;314787.05;0;50;50.1104350815531;8.65914041246718;98.5353352734819;48.2000007629395;61;0.0132992696017027;0.0134327877312899;0.0292434617877007;4095;2.04999995231628;0;12;11;11;10;1;51;16
1913;314787.1;0;50;50.110435087853;8.65914039649464;98.5376096460968;48.2000007629395;61;0.0133414389565587;0.0134793147444725;0.0293638221919537;4095;2.09999990463257;0;12;11;11;10;1;51;16
1913;314787.15;0;50;50.1104350847252;8.65914039666307;98.5344486581162;48.2000007629395;61;0.0133834993466735;0.0135257057845593;0.0294836964458227;4095;2.15000009536743;0;12;11;11;10;1;51;16
1913;314787.2;0;50;50.1104350911722;8.65914039018022;98.5348715484142;48.2000007629395;61;0.0134254517033696;0.0135719636455178;0.0296030938625336;4095;2.20000004768372;0;12;11;11;11;1;51;48
1913;314787.25;0;50;50.1104350810112;8.65914040593104;98.5361628020182;48.2000007629395;61;0.0134672988206148;0.013618091121316;0.0297220181673765;4095;2.25;0;12;11;11;11;1;51;48
1913;314787.3;0;50;50.1104350781606;8.65914039745249;98.5374132366851;48.2000007629395;61;0.0135090434923768;0.0136640900745988;0.029840474948287;4095;2.29999995231628;0;12;11;11;11;1;51;48
1913;314787.35;0;50;50.1104350780112;8.6591404059266;98.5354875512421;48.2000007629395;61;0.013550691306591;0.0137099642306566;0.0299584958702326;4095;2.34999990463257;0;13;11;11;11;1;51;48
1913;314787.4;0;50;50.1104350862374;8.6591403979688;98.5370474904776;48.2000007629395;61;0.0135922180488706;0.0137556977570057;0.0300759710371494;4095;2.40000009536743;0;13;12;12;11;1;51;48
1913;314787.45;0;50;50.110435083436;8.65914039138276;98.5369358072057;48.2000007629395;61;0.0136336470022798;0.0138013102114201;0.0301929917186499;4095;2.45000004768372;0;13;12;12;11;1;51;48
1913;314787.5;0;50;50.1104350872803;8.65914040351893;98.5378375668079;48.2000007629395;61;0.0136749884113669;0.0138468043878675;0.0303096082061529;4095;2.5;0;13;12;12;11;1;51;48
1913;314787.55;0;50;50.1104350857517;8.65914039352043;98.5370261669159;48.2000007629395;61;0.0137162357568741;0.0138921830803156;0.0304257832467556;4095;2.54999995231628;0;13;12;12;11;1;51;48
1913;314787.6;0;50;50.1104350768757;8.65914040030999;98.5385131016374;48.2000007629395;61;0.0137573927640915;0.0139374472200871;0.0305415205657482;4095;2.59999990463257;0;13;12;12;11;1;51;48
1913;314787.65;0;50;50.1104350756443;8.65914039905562;98.5369215840474;48.2000007629395;61;0.0137984603643417;0.0139826005324721;0.0306568257510662;4095;2.65000009536743;0;13;12;12;11;1;51;48
1913;314787.7;0;50;50.1104350820889;8.65914041366512;98.537497731857;48.2000007629395;61;0.0138394422829151;0.0140276439487934;0.0307717081159353;4095;2.70000004768372;0;13;12;12;11;1;51;48
1913;314787.75;0;50;50.1104350745709;8.65914040198142;98.5368291055784;48.2000007629395;61;0.0138803394511342;0.0140725811943412;0.030886173248291;4095;2.75;0;13;12;12;11;1;51;48
1913;314787.8;0;50;50.1104350447723;8.65914040460163;98.5330799408257;48.2000007629395;61;0.0139211546629667;0.0141174141317606;0.0310002211481333;4095;2.79999995231628;0;13;12;12;11;1;51;48
1913;314787.85;0;50;50.110435051591;8.65914041863481;98.5314242495224;48.2000007629395;61;0.0139618888497353;0.0141621455550194;0.0311138592660427;4095;2.84999990463257;0;14;12;12;11;1;51;48
1913;314787.9;0;50;50.1104350780103;8.65914042687383;98.5356461433694;48.2000007629395;61;0.0130776343867183;0.0132284555584192;0.0287549421191216;4095;1.89999997615814;0;14;13;13;11;1;51;48
1913;314787.95;0;50;50.1104350768362;8.65914043386603;98.5359605373815;48.2000007629395;61;0.0131203336641192;0.0132755618542433;0.0288767945021391;4095;1.95000004768372;0;14;13;13;11;1;51;48
1913;314788;0;50;50.1104350853931;8.65914042844067;98.5339028080925;48.2000007629395;61;0.0131629118695855;0.013322520069778;0.0289981234818697;4095;2;0;14;13;13;11;1;51;48
1913;314788.05;0;50;50.1104350796951;8.65914043804274;98.536320194602;48.2000007629395;61;0.0132053680717945;0.0133693320676684;0.0291189271956682;4095;2.04999995231628;0;14;13;13;11;1;51;48
1913;314788.1;0;50;50.1104350772354;8.65914042671683;98.5335356853902;48.2000007629395;61;0.013247705064714;0.0134159997105598;0.0292392149567604;4095;2.09999990463257;0;14;13;13;11;1;51;48
1913;314788.15;0;50;50.1104350753011;8.65914042368885;98.5350269433111;48.2000007629395;61;0.013289924710989;0.0134625267237425;0.0293589904904366;4095;2.15000009536743;0;14;13;13;11;1;51;48
1913;314788.2;0;50;50.1104350802838;8.6591404161092;98.5349838016555;48.2000007629395;61;0.0133320298045874;0.0135089140385389;0.0294782593846321;4095;2.20000004768372;0;14;13;13;11;1;51;48
1913;314788.25;0;50;50.1104350826871;8.65914041881023;98.5359856784344;48.2000007629395;61;0.0133740268647671;0.0135551663115621;0.0295970551669598;4095;2.25;0;14;13;13;11;1;51;48
1913;314788.3;0;50;50.1104350795233;8.65914042836905;98.5351195521653;48.2000007629395;61;0.0134159130975604;0.013601285405457;0.0297153573483229;4095;2.29999995231628;0;14;13;13;11;1;51;48
1913;314788.35;0;50;50.1104350810478;8.65914042491094;98.5355202648789;48.2000007629395;61;0.0134576931595802;0.0136472722515464;0.0298331826925278;4095;2.34999990463257;0;14;13;13;11;1;51;48
1913;314788.4;0;50;50.1104350848563;8.65914042266116;98.534861786291;48.2000007629395;61;0.013499366119504;0.013693131506443;0.0299505237489939;4095;2.40000009536743;0;14;13;13;11;1;51;48
1913;314788.45;0;50;50.1104350813905;8.65914042141287;98.5361019866541;48.2000007629395;61;0.0135409338399768;0.0137388631701469;0.0300673879683018;4095;2.45000004768372;0;14;13;13;11;1;51;48
1913;314788.5;0;50;50.1104350839437;8.65914041534729;98.536297773011;48.2000007629395;61;0.0135823991149664;0.0137844700366259;0.0301837753504515;4095;2.5;0;14;13;13;11;1;51;48
1913;314788.55;0;50;50.1104350795914;8.65914042090145;98.5367114022374;48.2000007629395;61;0.0136237628757954;0.0138299548998475;0.0302996914833784;4095;2.54999995231628;0;14;13;13;10;1;51;16
1913;314788.6;0;50;50.1104350774139;8.65914043553486;98.5384001908824;48.2000007629395;61;0.0136650279164314;0.0138753205537796;0.0304151438176632;4095;2.59999990463257;0;14;13;13;10;1;51;16
1913;314788.65;0;50;50.1104350886274;8.65914042322043;98.5390606466681;48.2000007629395;61;0.0137061970308423;0.0139205688610673;0.0305301360785961;4095;2.65000009536743;0;14;13;13;10;1;51;16
1913;314788.7;0;50;50.1104350633122;8.65914044062653;98.5408460926265;48.2000007629395;61;0.0128299482166767;0.0129644852131605;0.0281454026699066;4095;1.70000004768372;0;14;13;13;10;1;51;16
1913;314788.75;0;50;50.1104350645165;8.65914043516028;98.5406002579257;48.2000007629395;61;0.0128732770681381;0.0130124036222696;0.0282693207263947;4095;1.75;0;14;13;13;10;1;51;16
1913;314788.8;0;50;50.1104350653909;8.6591404307619;98.5390956941992;48.2000007629395;61;0.0129566295072436;0.013104448094964;0.0285082086920738;4095;1.79999995231628;0;13;12;12;10;1;51;16
1913;314788.85;0;50;50.110435067088;8.65914043201584;98.5387477716431;48.2000007629395;61;0.0129997041076422;0.013151983730495;0.0286311879754066;4095;1.85000002384186;0;13;12;12;10;1;51;16
1913;314788.9;0;50;50.1104350782767;8.65914043733577;98.5402654437348;48.2000007629395;61;0.0130426501855254;0.0131993647664785;0.0287536270916462;4095;1.89999997615814;0;13;12;12;10;1;51;16
1913;314788.95;0;50;50.1104350824137;8.65914044999692;98.541649476625;48.2000007629395;61;0.0130854705348611;0.0132465930655599;0.0288755334913731;4095;1.95000004768372;0;13;12;12;10;1;51;16
1913;314789;0;50;50.1104350671917;8.65914046634839;98.536579022184;48.2000007629395;61;0.0131281679496169;0.0132936723530293;0.0289969146251678;4095;2;0;13;12;12;10;1;51;16
1913;314789.05;0;50;50.1104350721889;8.65914046599311;98.5406864099205;48.2000007629395;61;0.0131707433611155;0.0133406044915318;0.0291177779436111;4095;2.04999995231628;0;13;12;12;11;1;51;48
1913;314789.1;0;50;50.1104350787182;8.65914046531405;98.5403493326157;48.2000007629395;61;0.013213200494647;0.013387393206358;0.0292381290346384;4095;2.09999990463257;0;13;12;12;11;1;51;48
1913;314789.15;0;50;50.1104350859242;8.65914042970726;98.5366137446836;48.2000007629395;61;0.0122391525655985;0.0123089672997594;0.0264973249286413;4095;1.14999997615814;0;13;12;12;11;1;51;48
1913;314789.2;0;50;50.1104350762044;8.6591404616973;98.5405381079763;48.2000007629395;61;0.0122845275327563;0.0123593676835299;0.0266293287277222;4095;1.20000004768372;0;13;12;12;11;1;51;48
1913;314789.25;0;50;50.1104350820894;8.6591404514074;98.5405856817961;48.2000007629395;61;0.0123297590762377;0.0124095715582371;0.0267607755959034;4095;1.25;0;13;12;12;11;1;51;48
1913;314789.3;0;50;50.1104350792985;8.65914044183856;98.5372095657513;48.2000007629395;61;0.0123748276382685;0.0124595798552036;0.0268915593624115;4095;1.29999995231628;0;13;12;12;11;1;51;48
1913;314789.35;0;50;50.1104350822861;8.65914044863454;98.5377832679078;48.2000007629395;61;0.012419736944139;0.0125093935057521;0.0270216874778271;4095;1.35000002384186;0;13;12;12;11;1;51;48
1913;314789.4;0;50;50.1104350842806;8.65914045239227;98.5372225260362;48.2000007629395;61;0.0124644879251719;0.0125590162351727;0.0271511655300856;4095;1.39999997615814;0;13;12;12;11;1;51;48
1913;314789.45;0;50;50.1104350789954;8.6591404540889;98.5393736874685;48.2000007629395;61;0.0125090833753347;0.0126084517687559;0.0272800046950579;4095;1.45000004768372;0;13;12;12;11;1;51;48
1913;314789.5;0;50;50.1104350746349;8.65914045860894;98.538329818286;48.2000007629395;61;0.0125535242259502;0.0126577010378242;0.0274082105606794;4095;1.5;0;13;12;12;11;1;51;48
1913;314789.55;0;50;50.1104350807251;8.65914046554489;98.5431379433721;48.2000007629395;61;0.0125978151336312;0.0127067686989903;0.0275357961654663;4095;1.54999995231628;0;13;12;12;11;1;51;48
1913;314789.6;0;50;50.1104350868393;8.6591404375655;98.5394883872941;48.2000007629395;61;0.0126419570297003;0.0127556566148996;0.0276627670973539;4095;1.60000002384186;0;13;12;12;11;1;51;48
1913;314789.65;0;50;50.1104350751693;8.65914044060561;98.5423287851736;48.2000007629395;61;0.0126859517768025;0.0128043675795197;0.0277891308069229;4095;1.64999997615814;0;13;12;12;11;1;51;48
1913;314789.7;0;50;50.1104350676376;8.65914043394735;98.5367282573134;48.2000007629395;61;0.0127298021689057;0.012852905318141;0.0279148947447538;4095;1.70000004768372;0;13;12;12;11;1;51;48
1913;314789.75;0;50;50.1104350853999;8.65914044357806;98.5406501116231;48.2000007629395;61;0.0127735119313002;0.0129012716934085;0.0280400738120079;4095;1.75;0;13;12;12;11;1;51;48
1913;314789.8;0;50;50.1104350782538;8.65914044017861;98.540436765179;48.2000007629395;61;0.0128170819953084;0.0129494704306126;0.0281646717339754;4095;1.79999995231628;0;13;12;12;11;1;51;48
1913;314789.85;0;50;50.1104350871387;8.65914042950149;98.5437497710809;48.2000007629395;61;0.0128605142235756;0.0129975033923984;0.0282886940985918;4095;1.85000002384186;0;13;12;12;11;1;51;48
1913;314789.9;0;50;50.1104350803108;8.65914043256116;98.5419080918655;48.2000007629395;61;0.012903812341392;0.0130453733727336;0.0284121483564377;4095;1.89999997615814;0;13;12;12;11;1;51;48
1913;314789.95;0;50;50.1104350765303;8.65914043261757;98.5405558394268;48.2000007629395;61;0.0129462899640203;0.0130925588309765;0.0285322684794664;4095;1.95000004768372;0;13;12;12;11;1;51;48
1913;314790;0;50;50.1104350808869;8.6591404268025;98.5407595913857;48.2000007629395;61;0.0129886502400041;0.0131395803764462;0.0286518931388855;4095;2;0;13;12;12;11;1;51;48
1913;314790.05;0;50;50.1104350843522;8.65914041625955;98.5376849658787;48.2000007629395;61;0.0130308838561177;0.0131864473223686;0.0287709813565016;4095;2.04999995231628;0;14;12;12;11;1;51;48
1913;314790.1;0;50;50.1104350846749;8.65914042137064;98.5418421318755;48.2000007629395;61;0.0130738550797105;0.0132338255643845;0.0288929864764214;4095;2.09999990463257;0;13;12;12;11;1;51;48
1913;314790.15;0;50;50.1104350826892;8.65914041629451;98.538357979618;48.2000007629395;61;0.0131167070940137;0.0132810566574335;0.0290144737809896;4095;2.15000009536743;0;13;12;12;11;1;51;48
1913;314790.2;0;50;50.1104350717467;8.65914043465891;98.5354051021859;48.2000007629395;61;0.0131594417616725;0.0133281452581286;0.0291354488581419;4095;2.20000004768372;0;13;12;12;11;1;51;48
1913;314790.25;0;50;50.1104350793408;8.65914041451835;98.5366281000897;48.2000007629395;61;0.0132020609453321;0.0133750922977924;0.0292559154331684;4095;2.25;0;13;12;12;11;1;51;48
1913;314790.3;0;50;50.1104350798127;8.65914041461676;98.5403413772583;48.2000007629395;61;0.0132445674389601;0.0134219015017152;0.0293758846819401;4095;2.29999995231628;0;13;12;12;11;1;51;48
1913;314790.35;0;50;50.1104350799971;8.65914041437058;98.5371119817719;48.2000007629395;61;0.0132869640365243;0.0134685756638646;0.0294953621923923;4095;2.34999990463257;0;13;12;12;11;1;51;48
1913;314790.4;0;50;50.1104350784561;8.65914040911372;98.5339488470927;48.2000007629395;61;0.0133292516693473;0.0135151166468859;0.0296143498271704;4095;2.40000009536743;0;13;12;12;11;1;51;48
1913;314790.45;0;50;50.1104350764336;8.65914040954773;98.5358026493341;48.2000007629395;61;0.0133714368566871;0.0135615281760693;0.0297328811138868;4095;2.45000004768372;0;13;12;12;11;1;51;48
1913;314790.5;0;50;50.1104350842375;8.65914041623227;98.5348930275068;48.2000007629395;61;0.0134135195985436;0.0136078111827374;0.0298509374260902;4095;2.5;0;13;12;12;11;1;51;48
1913;314790.55;0;50;50.1104350923173;8.65914040833445;98.5372277759016;48.2000007629395;61;0.0134554989635944;0.0136539693921804;0.029968524351716;4095;2.54999995231628;0;13;12;12;11;1;51;48
1913;314790.6;0;50;50.1104350834123;8.659140412588;98.5358527246863;48.2000007629395;61;0.0134973805397749;0.0137000055983663;0.0300856474786997;4095;2.59999990463257;0;13;12;12;11;1;51;48
1913;314790.65;0;50;50.110435084609;8.65914040719612;98.5329670608044;48.2000007629395;61;0.013539164327085;0.01374592166394;0.0302023105323315;4095;2.65000009536743;0;13;12;12;11;1;51;48
1913;314790.7;0;50;50.1104350784961;8.65914039600328;98.5348237995058;48.2000007629395;61;0.01358085218817;0.0137917203828692;0.0303185191005468;4095;2.70000004768372;0;13;12;12;11;1;51;48
1913;314790.75;0;50;50.1104350759083;8.65914039937604;98.5329476920888;48.2000007629395;61;0.0136224469169974;0.0138374036177993;0.0304342769086361;4095;2.75;0;13;12;12;11;1;51;48
1913;314790.8;0;50;50.110435080714;8.65914038982698;98.5350136701018;48.2000007629395;61;0.0136639513075352;0.0138829741626978;0.0305495914071798;4095;2.79999995231628;0;13;12;12;11;1;51;48
1913;314790.85;0;50;50.1104350857314;8.65914038758478;98.5361220436171;48.2000007629395;61;0.0137053737416863;0.0139284357428551;0.0306645035743713;4095;2.84999990463257;0;13;12;12;11;1;51;48
1913;314790.9;0;50;50.1104350925095;8.65914038932205;98.5350348195061;48.2000007629395;61;0.0137467086315155;0.0139737892895937;0.0307789798825979;4095;2.90000009536743;0;13;12;12;11;1;51;48
1913;314790.95;0;50;50.1104350887741;8.65914038607782;98.5370656298473;48.2000007629395;61;0.0137879597023129;0.0140190375968814;0.0308930277824402;4095;2.95000004768372;0;13;12;12;11;1;51;48
1913;314791;0;50;50.1104350703214;8.65914036377371;98.5378979006782;48.2000007629395;61;0.0130292000249028;0.0132328132167459;0.0289274863898754;4095;2;0;12;11;11;11;1;51;48
1913;314791.05;0;50;50.1104350664605;8.65914037394848;98.5403101146221;48.2000007629395;61;0.0130722122266889;0.0132800564169884;0.029049089178443;4095;2.04999995231628;0;12;11;11;11;1;51;48
1913;314791.1;0;50;50.1104350712935;8.65914038834558;98.5432144301012;48.2000007629395;61;0.0131151070818305;0.0133271543309093;0.0291701909154654;4095;2.09999990463257;0;12;11;11;11;1;51;48
1913;314791.15;0;50;50.1104350854645;8.65914037563793;98.5409062728286;48.2000007629395;61;0.0131578855216503;0.0133741125464439;0.0292907971888781;4095;2.15000009536743;0;12;11;11;11;1;51;48
1913;314791.2;0;50;50.110435081572;8.65914037190192;98.5393463512883;48.2000007629395;61;0.0132005494087934;0.0134209310635924;0.0294109135866165;4095;2.20000004768372;0;12;11;11;11;1;51;48
1913;314791.25;0;50;50.1104350579513;8.65914045706144;98.5437783747911;48.2000007629395;61;0.012260664254427;0.0123647013679147;0.0267692673951387;4095;1.25;0;12;11;11;11;1;51;48
1913;314791.3;0;50;50.1104350572636;8.65914045695034;98.5434339065105;48.2000007629395;61;0.0123061183840036;0.0124150076881051;0.0269005224108696;4095;1.29999995231628;0;12;11;11;11;1;51;48
1913;314791.35;0;50;50.11043506274;8.65914045165767;98.5421608397737;48.2000007629395;61;0.0123514151200652;0.0124651212245226;0.0270311366766691;4095;1.35000002384186;0;12;11;11;11;1;51;48
1913;314791.4;0;50;50.1104350717792;8.65914043638597;98.5426620747894;48.2000007629395;61;0.0123965563252568;0.0125150447711349;0.0271611232310534;4095;1.39999997615814;0;12;11;11;11;1;51;48
1913;314791.45;0;50;50.1104350721926;8.65914044114639;98.5431511355564;48.2000007629395;61;0.0124415429309011;0.0125647820532322;0.027290491387248;4095;1.45000004768372;0;12;11;11;11;1;51;48
1913;314791.5;0;50;50.1104350719019;8.65914043129008;98.5406366921961;48.2000007629395;61;0.0124863795936108;0.0126143358647823;0.0274192467331886;4095;1.5;0;12;11;11;11;1;51;48
1913;314791.55;0;50;50.1104350719824;8.65914041495337;98.5384337604046;48.2000007629395;61;0.0125310681760311;0.012663708999753;0.0275474023073912;4095;1.54999995231628;0;12;11;11;11;1;51;48
1913;314791.6;0;50;50.1104350672325;8.65914041854526;98.5426199520007;48.2000007629395;61;0.0125756096094847;0.0127129051834345;0.0276749636977911;4095;1.60000002384186;0;12;11;11;11;1;51;48
1913;314791.65;0;50;50.1104350712346;8.6591404234875;98.5430499864742;48.2000007629395;61;0.0126200122758746;0.0127619272097945;0.0278019644320011;4095;1.64999997615814;0;12;11;11;11;1;51;48
1913;314791.7;0;50;50.1104350715867;8.65914042564927;98.5399039043114;48.2000007629395;61;0.0126642761752009;0.0128107778728008;0.0279284007847309;4095;1.70000004768372;0;12;11;11;11;1;51;48
1913;314791.75;0;50;50.1104350660554;8.65914043412925;98.5424565635622;48.2000007629395;61;0.0127084022387862;0.0128594599664211;0.0280542690306902;4095;1.75;0;12;11;11;11;1;51;48
1913;314791.8;0;50;50.1104350755837;8.65914042720783;98.5438162181526;48.2000007629395;61;0.012752391397953;0.0129079753533006;0.0281795784831047;4095;1.79999995231628;0;12;11;11;11;1;51;48
1913;314791.85;0;50;50.1104350781115;8.65914041141137;98.5419563474134;48.2000007629395;61;0.0127962464466691;0.012956328690052;0.028304336592555;4095;1.85000002384186;0;12;11;11;11;1;51;48
1913;314791.9;0;50;50.1104350770669;8.65914039990276;98.5425123153254;48.2000007629395;61;0.0128399701789021;0.0130045218393207;0.0284285470843315;4095;1.89999997615814;0;12;11;11;11;1;51;48
1913;314791.95;0;50;50.1104350803062;8.65914041403968;98.5407008072361;48.2000007629395;61;0.0128835653886199;0.0130525575950742;0.0285522229969502;4095;1.95000004768372;0;12;11;11;11;1;51;48
1913;314792;0;50;50.1104350880908;8.65914042593505;98.5401837481186;48.2000007629395;61;0.0129270404577255;0.0131004396826029;0.0286754053086042;4095;2;0;12;11;11;11;1;51;48
1913;314792.05;0;50;50.1104350928808;8.65914041669846;98.5417107203975;48.2000007629395;61;0.0129703944548965;0.0131481708958745;0.0287980772554874;4095;2.04999995231628;0;12;11;11;11;1;51;48
1913;314792.1;0;50;50.1104350787429;8.65914042795131;98.5405884431675;48.2000007629395;61;0.0130136255174875;0.0131957530975342;0.0289202351123095;4095;2.09999990463257;0;12;11;11;11;1;51;48
1913;314792.15;0;50;50.1104350839895;8.65914040376693;98.5368179231882;48.2000007629395;61;0.0130567383021116;0.0132431890815496;0.0290418863296509;4095;2.15000009536743;0;12;11;11;11;1;51;48
1913;314792.2;0;50;50.1104350921827;8.65914041131771;98.5400127638131;48.2000007629395;61;0.0130997337400913;0.0132904816418886;0.0291630364954472;4095;2.20000004768372;0;12;11;11;11;1;51;48
1913;314792.25;0;50;50.1104350876808;8.6591404182798;98.5410999972373;48.2000007629395;61;0.0131426146253943;0.0133376335725188;0.0292836911976337;4095;2.25;0;12;11;11;11;1;51;48
1913;314792.3;0;50;50.1104350826048;8.65914041719499;98.5390111831948;48.2000007629395;61;0.0131853837519884;0.013384647667408;0.0294038578867912;4095;2.29999995231628;0;13;11;11;11;1;51;48
1913;314792.35;0;50;50.1104350799617;8.65914041547432;98.540671993047;48.2000007629395;61;0.0132279573008418;0.0134314671158791;0.0295231603085995;4095;2.34999990463257;0;14;12;12;11;1;51;48
1913;314792.4;0;50;50.1104350823842;8.65914040213939;98.5413845255971;48.2000007629395;61;0.0132699199020863;0.0134777706116438;0.0296399816870689;4095;2.40000009536743;0;14;13;13;11;1;51;48
1913;314792.45;0;50;50.1104350810845;8.65914040215278;98.5413918830454;48.2000007629395;61;0.0133117735385895;0.0135239418596029;0.0297563225030899;4095;2.45000004768372;0;14;13;13;11;1;51;48
1913;314792.5;0;50;50.110435080961;8.65914040927139;98.5412948168814;48.2000007629395;61;0.0133535200729966;0.013569981791079;0.0298721864819527;4095;2.5;0;14;13;13;11;1;51;48
1913;314792.55;0;50;50.110435093149;8.65914042335027;98.5399208366871;48.2000007629395;61;0.0133951604366302;0.013615895062685;0.0299875736236572;4095;2.54999995231628;0;14;13;13;11;1;51;48
1913;314792.6;0;50;50.1104351058543;8.65914042312857;98.5419873846695;48.2000007629395;61;0.0134366992861032;0.013661683537066;0.0301024988293648;4095;2.59999990463257;0;14;13;13;11;1;51;48
1913;314792.65;0;50;50.1104350953801;8.65914043897275;98.5458788899705;48.2000007629395;61;0.0134781403467059;0.0137073500081897;0.0302169788628817;4095;2.65000009536743;0;14;13;13;11;1;51;48
1913;314792.7;0;50;50.1104351019081;8.65914043600698;98.5449477080256;48.2000007629395;61;0.0135194836184382;0.0137528963387012;0.0303310044109821;4095;2.70000004768372;0;14;13;13;11;1;51;48
1913;314792.75;0;50;50.1104351167957;8.65914041185415;98.5375331938267;48.2000007629395;61;0.0127053195610642;0.0128932353109121;0.028157152235508;4095;1.75;0;14;13;13;11;1;51;48
1913;314792.8;0;50;50.1104351236732;8.65914040266991;98.5357289202511;48.2000007629395;61;0.0127486269921064;0.0129411220550537;0.0282791517674923;4095;1.79999995231628;0;14;13;13;11;1;51;48
1913;314792.85;0;50;50.1104351318113;8.65914039531699;98.5359945856035;48.2000007629395;61;0.012791795656085;0.012988843023777;0.0284005869179964;4095;1.85000002384186;0;14;13;13;11;1;51;48
1913;314792.9;0;50;50.1104351310806;8.65914039313173;98.536277112551;48.2000007629395;61;0.0128348274156451;0.0130364019423723;0.0285214651376009;4095;1.89999997615814;0;14;13;13;11;1;51;48
1913;314792.95;0;50;50.1104351238261;8.65914040665428;98.5381861887872;48.2000007629395;61;0.0128777250647545;0.0130838016048074;0.0286417938768864;4095;1.95000004768372;0;14;13;13;11;1;51;48
1913;314793;0;50;50.1104351369881;8.65914039581467;98.5372541798279;48.2000007629395;61;0.0129204913973808;0.0131310457363725;0.0287615861743689;4095;2;0;14;13;13;11;1;51;48
1913;314793.05;0;50;50.1104351375197;8.6591403907404;98.5383594678715;48.2000007629395;61;0.0129631320014596;0.0131781352683902;0.028880862519145;4095;2.04999995231628;0;14;13;13;11;1;51;48
1913;314793.1;0;50;50.1104351404281;8.65914040144627;98.5398421809077;48.2000007629395;61;0.0130056440830231;0.0132250729948282;0.0289996080100536;4095;2.09999990463257;0;14;13;13;11;1;51;48
1913;314793.15;0;50;50.1104351402482;8.6591404232188;98.5337608996779;48.2000007629395;61;0.013048030436039;0.0132718607783318;0.029117826372385;4095;2.15000009536743;0;14;13;13;11;1;51;48
1913;314793.2;0;50;50.1104351467233;8.65914041392781;98.5375473229215;48.2000007629395;61;0.013090293854475;0.0133185023441911;0.0292355269193649;4095;2.20000004768372;0;14;13;13;11;1;51;48
1913;314793.25;0;50;50.110435131066;8.65914040922548;98.5411175871268;48.2000007629395;61;0.0131714632734656;0.0134079651907086;0.0294625759124756;4095;2.25;0;13;12;12;11;1;51;48
1913;314793.3;0;50;50.1104351484204;8.65914041832709;98.538689785637;48.2000007629395;61;0.0132135236635804;0.0134542835876346;0.029579559341073;4095;2.29999995231628;0;13;12;12;11;1;51;48
1913;314793.35;0;50;50.1104351465005;8.65914041671293;98.539039391093;48.2000007629395;61;0.0132554834708571;0.0135004678741097;0.0296961218118668;4095;2.34999990463257;0;13;12;12;11;1;51;48
1913;314793.4;0;50;50.1104351407991;8.65914041914468;98.5406950833276;48.2000007629395;61;0.0132973343133926;0.0135465208441019;0.0298122130334377;4095;2.40000009536743;0;13;12;12;11;1;51;48
1913;314793.45;0;50;50.1104351479461;8.6591404169123;98.5398913333192;48.2000007629395;61;0.0133390780538321;0.0135924443602562;0.0299278385937214;4095;2.45000004768372;0;13;12;12;11;1;51;48
1913;314793.5;0;50;50.1104351455383;8.65914040833117;98.5416274378076;48.2000007629395;61;0.0133807174861431;0.0136382412165403;0.0300430078059435;4095;2.5;0;13;12;12;11;1;51;48
